name,part_url,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
AOC E2460SD-TAA,https://pcpartpicker.com/product/Tr2kcf/aoc-monitor-e2460sdtaa,,24,"1920,1080",60,5,TN,16:9
Dell P1913,https://pcpartpicker.com/product/dtV48d/dell-monitor-p1913,,19,"1440,900",60,5,TN,16:10
HP D7P92A8#ABA,https://pcpartpicker.com/product/YLvRsY/hp-monitor-d7p92a8aba,,27,"2560,1440",60,8,IPS,16:9
HP E4U30A8#ABA,https://pcpartpicker.com/product/4pZQzy/hp-monitor-e4u30a8aba,,18.9,"1280,1024",60,,IPS,5:4
HP F0W81AA#ABA,https://pcpartpicker.com/product/H8W9TW/hp-monitor-f0w81aaaba,,24,"1920,1200",60,8,IPS,16:10
HP F4M97A8#ABA,https://pcpartpicker.com/product/v4R48d/hp-monitor-f4m97a8aba,,17,"1280,1024",60,5,TN,5:4
Lenovo 60B0HAR1US,https://pcpartpicker.com/product/HqK7YJ/lenovo-monitor-60b0har1us,,23,"1920,1080",60,5,TN,16:9
Lenovo 60B9HAR1US,https://pcpartpicker.com/product/sMJwrH/lenovo-monitor-60b9har1us,,20,"1600,900",60,5,TN,16:9
LG 22MB35D-B,https://pcpartpicker.com/product/2BsKHx/lg-monitor-22mb35db,,22,"1920,1080",60,5,TN,16:9
LG 22MB35P-B,https://pcpartpicker.com/product/97ckcf/lg-monitor-22mb35pb,,22,"1920,1080",60,5,TN,16:9
LG 22MB65P-B,https://pcpartpicker.com/product/CDphP6/lg-monitor-22mb65pb,,22,"1680,1050",60,5,TN,16:10
LG 24M34D-B,https://pcpartpicker.com/product/bwGkcf/lg-monitor-24m34db,,23.6,"1920,1080",60,5,TN,16:9
LG 27MB65PY-B,https://pcpartpicker.com/product/DJvRsY/lg-monitor-27mb65pyb,,27,"1920,1080",60,5,TN,16:9
Philips 231C5TJKFU,https://pcpartpicker.com/product/YNXfrH/philips-monitor-231c5tjkfu,,23,"1920,1080",60,5,IPS,16:9
Samsung S24C650DW,https://pcpartpicker.com/product/qVrG3C/samsung-monitor-s24c650dw,,24,"1920,1200",60,5,PLS,16:10
Acer B206HQL ymdh,https://pcpartpicker.com/product/8Zg323/acer-monitor-umib6aa001,,19.5,"1600,900",60,5,TN,16:9
BenQ EW2440L,https://pcpartpicker.com/product/DjPfrH/benq-monitor-ew2440l,,24,"1920,1080",60,4,VA,16:9
Gateway KX2153 Abd,https://pcpartpicker.com/product/cysKHx/gateway-monitor-umww3aaa02,,21.5,"1920,1080",60,8,TN,16:9
LG 23MB35PM-B,https://pcpartpicker.com/product/zkCwrH/lg-monitor-23mb35pmb,,23,"1920,1080",60,5,IPS,16:9
LG 24MB35DM-B,https://pcpartpicker.com/product/7vzv6h/lg-monitor-24mb35dmb,,23.8,"1920,1080",60,5,IPS,16:9
LG 24MB35P-B,https://pcpartpicker.com/product/ZFFPxr/lg-monitor-24mb35pb,,23.8,"1920,1080",60,5,IPS,16:9
LG 29UB65-P,https://pcpartpicker.com/product/VDphP6/lg-monitor-29ub65p,,29,"2560,1080",60,5,IPS,21:9
Samsung T22C350ND,https://pcpartpicker.com/product/Dzbp99/samsung-monitor-t22c350nd,,21.5,"1920,1080",60,2,TN,16:9
LG 34UM95,https://pcpartpicker.com/product/FysKHx/lg-monitor-34um95,,34,"3440,1440",60,5,IPS,21:9
BenQ RL2240H,https://pcpartpicker.com/product/NFFPxr/benq-monitor-rl2240h,,21.5,"1920,1080",60,5,TN,16:9
BenQ PG2401PT,https://pcpartpicker.com/product/wfYXsY/benq-monitor-pg2401pt,,24.1,"1920,1200",60,5,IPS,16:10
HP E2T08AA#ABA,https://pcpartpicker.com/product/fTdqqs/hp-monitor-e2t08aaaba,,21.5,"1920,1080",60,5,TN,16:9
HP E9Q82A8#ABA,https://pcpartpicker.com/product/ksR48d/hp-monitor-e9q82a8aba,,24,"1920,1200",60,12,IPS,16:10
HP F3J72A8#ABA,https://pcpartpicker.com/product/BW2kcf/hp-monitor-f3j72a8aba,,23,"1920,1080",60,7,IPS,16:9
LG 22M34D-B,https://pcpartpicker.com/product/nKCwrH/lg-monitor-22m34db,,22,"1920,1080",60,5,TN,16:9
Acer V246HL Bmid,https://pcpartpicker.com/product/CBsKHx/acer-monitor-umfv6aa005,,24,"1920,1080",60,5,TN,16:9
Dell UZ2215H,https://pcpartpicker.com/product/BDrG3C/dell-monitor-uz2215h,,21.5,"1920,1080",60,8,IPS,16:9
Dell UZ2315H,https://pcpartpicker.com/product/zn3RsY/dell-monitor-uz2315h,,23,"1920,1080",60,8,IPS,16:9
Dell UZ2715H,https://pcpartpicker.com/product/fr9KHx/dell-monitor-uz2715h,,27,"1920,1080",60,8,IPS,16:9
HP D7R00A8#ABA,https://pcpartpicker.com/product/RZg323/hp-monitor-d7r00a8aba,,27,"2560,1440",60,12,IPS,16:9
HP E9Q82A4#ABA,https://pcpartpicker.com/product/Hd4gXL/hp-monitor-e9q82a4aba,,24,"1920,1200",60,12,IPS,16:10
LG 27MP34HQ-B,https://pcpartpicker.com/product/JGsKHx/lg-monitor-27mp34hqb,,27,"1920,1080",60,5,IPS,16:9
NEC PA272W-SV,https://pcpartpicker.com/product/fsR48d/nec-monitor-pa272wsv,,27,"2560,1440",85,6,IPS,16:9
HP D7R00A4#ABA,https://pcpartpicker.com/product/d9xfrH/hp-monitor-d7r00a4aba,,27,"2560,1440",60,7,IPS,16:9
LG 22M35D,https://pcpartpicker.com/product/Xb4gXL/lg-monitor-22m35d,,22,"1920,1080",60,5,TN,16:9
Asus VS228HR,https://pcpartpicker.com/product/kqYXsY/asus-monitor-vs228hr,,21.5,"1920,1080",60,5,TN,16:9
Samsung T27B550,https://pcpartpicker.com/product/HZn2FT/samsung-monitor-t27b550,,27,"1920,1080",60,5,,16:9
Acer XB270H Abprz,https://pcpartpicker.com/product/wzKhP6/acer-monitor-umhb0aaa01,,27,"1920,1080",144,1,TN,16:9
Acer G246HYL bmjj,https://pcpartpicker.com/product/gnTrxr/acer-monitor-umqg6aa001,,23.8,"1920,1080",60,6,IPS,16:9
Acer V226HQL Abmid,https://pcpartpicker.com/product/9CBv6h/acer-monitor-umwv6aaa05,,21.5,"1920,1080",60,5,TN,16:9
Acer UM.WV6AA.B01,https://pcpartpicker.com/product/prx9TW/acer-monitor-umwv6aab01,,21.5,"1920,1080",60,5,TN,16:9
AOC I2421VWH,https://pcpartpicker.com/product/ChsKHx/aoc-monitor-i2421vwh,,24,"1920,1080",60,5,IPS,16:9
AOC U2868PQU,https://pcpartpicker.com/product/hkcMnQ/aoc-monitor-u2868pqu,,28,"3840,2160",60,1,TN,16:9
Dell E2015HV,https://pcpartpicker.com/product/LPx9TW/dell-monitor-e2015hv,,19.5,"1600,900",60,5,,16:9
Dell E2215HV,https://pcpartpicker.com/product/Gqqbt6/dell-monitor-e2215hv,,21.5,"1920,1080",60,5,,16:9
Eizo S1923H-BK,https://pcpartpicker.com/product/49xfrH/eizo-monitor-s1923hbk,,19,"1280,1024",60,13,VA,5:4
Eizo T2381W,https://pcpartpicker.com/product/NHV48d/eizo-monitor-t2381wbk,,23,"1920,1080",60,6,IPS,16:9
HP L2206tm,https://pcpartpicker.com/product/TgYXsY/hp-monitor-b7f36a8aba,,21.5,"1920,1080",60,5,TN,16:9
HP C4D27AA#ABA,https://pcpartpicker.com/product/fnTrxr/hp-monitor-c4d27aaaba,,27,"1920,1080",60,7,IPS,16:9
HP D7P92A4#ABA,https://pcpartpicker.com/product/K9xfrH/hp-monitor-d7p92a4aba,,27,"2560,1440",76,8,IPS,16:9
HP E221c,https://pcpartpicker.com/product/3BQypg/hp-monitor-d9e49a8aba,,21.5,"1920,1080",60,7,TN,16:9
HP E4U30AA#ABA,https://pcpartpicker.com/product/2NJwrH/hp-monitor-e4u30aaaba,,19,"1280,1024",60,8,IPS,5:4
HP E5Z68AA#ABA,https://pcpartpicker.com/product/nJFPxr/hp-monitor-e5z68aaaba,,23.6,"1920,1080",60,5,,16:9
HP F7M93UC#ABA,https://pcpartpicker.com/product/mJFPxr/hp-monitor-f7m93ucaba,,23,"1920,1080",60,8,IPS,16:9
HP E231i,https://pcpartpicker.com/product/DcCrxr/hp-monitor-f9z10a8aba,,23,"1920,1080",60,8,IPS,16:9
HP NV24,https://pcpartpicker.com/product/tnkD4D/hp-monitor-nv24,,23.8,"1920,1080",60,7,IPS,16:9
LG 19MB35D-B,https://pcpartpicker.com/product/gb4gXL/lg-monitor-19mb35db,,19,"1280,1024",60,5,IPS,5:4
LG 24MB35D-B,https://pcpartpicker.com/product/zGvRsY/lg-monitor-24mb35db,,23.8,"1920,1080",60,5,IPS,16:9
LG 25UM55-P,https://pcpartpicker.com/product/Mv648d/lg-monitor-25um55p,,25,"2560,1080",60,14,IPS,21:9
LG 27MP35VQ-B,https://pcpartpicker.com/product/zr9KHx/lg-monitor-27mp35vqb,,27,"1920,1080",60,5,IPS,16:9
NEC EA244UHD-BK,https://pcpartpicker.com/product/M2qdnQ/nec-monitor-ea244uhdbk,,24,"3840,2160",60,6,IPS,16:9
Philips 271S4LPYEB,https://pcpartpicker.com/product/4CBv6h/philips-monitor-271s4lpyeb,,27,"1920,1080",60,5,TN,16:9
Planar LA2250RTPW,https://pcpartpicker.com/product/WzmLrH/planar-monitor-997744200,,21.5,"1920,1080",75,14,,16:9
Planar 997-7602-00,https://pcpartpicker.com/product/W3fp99/planar-monitor-997760200,,27,"1920,1080",60,14,,16:9
Planar 997-7685-00,https://pcpartpicker.com/product/LLW9TW/planar-monitor-997768500,,28,"3840,2160",60,5,TN,16:9
Planar 997-7687-00,https://pcpartpicker.com/product/HRs8TW/planar-monitor-997768700,,20,"1600,900",60,5,,16:9
Planar 997-7698-00,https://pcpartpicker.com/product/tQzZxr/planar-monitor-997769800,,23,"1920,1080",60,14,TN,16:9
V7 L18500WS-9N,https://pcpartpicker.com/product/skkD4D/v7-monitor-l18500ws9n,,18.5,"1366,768",60,5,TN,16:9
V7 L23600WHS-9N,https://pcpartpicker.com/product/8JFPxr/v7-monitor-l23600whs9n,,23.6,"1920,1080",60,5,TN,16:9
ViewSonic VX2263SMHL-W,https://pcpartpicker.com/product/zkkD4D/viewsonic-monitor-vx2263smhlw,,21.5,"1920,1080",60,5,TN,16:9
ViewSonic VX2363SMHL-W,https://pcpartpicker.com/product/QRfp99/viewsonic-monitor-vx2363smhlw,,23,"1920,1080",60,14,TN,16:9
HP E2T08A8#ABA,https://pcpartpicker.com/product/DQzZxr/hp-monitor-e2t08a8aba,,21.5,"1920,1080",60,5,TN,16:9
HP G9W86A6#ABA,https://pcpartpicker.com/product/CZx9TW/hp-monitor-g9w86a6aba,,18.5,"1366,768",60,5,TN,16:9
Acer G247HL bid,https://pcpartpicker.com/product/yZn2FT/acer-monitor-umfg7aa001,,24,"1920,1080",60,6,TN,16:9
HP F0W81A8,https://pcpartpicker.com/product/cnkD4D/hp-monitor-f0w81a8,,24,"1920,1200",60,8,IPS,16:10
ViewSonic VX2858Sml,https://pcpartpicker.com/product/mHV48d/viewsonic-monitor-vx2858sml,,28,"1920,1080",60,6,VA,16:9
Acer XB280HK,https://pcpartpicker.com/product/hTwqqs/acer-monitor-umpb0ee005,,28,"3840,2160",60,1,TN,16:9
LG 24M45VQ,https://pcpartpicker.com/product/kRs8TW/lg-monitor-24m45vq,,23.6,"1920,1080",60,2,TN,16:9
LG 27MB85R-B,https://pcpartpicker.com/product/rPx9TW/lg-monitor-27mb85rb,,27,"2560,1440",60,5,IPS,16:9
BenQ XL2420G,https://pcpartpicker.com/product/KMnG3C/benq-monitor-xl2420g,,24,"1920,1080",144,1,TN,16:9
Asus PA238QR,https://pcpartpicker.com/product/DNnG3C/asus-monitor-pa238qr,,23,"1920,1080",60,6,IPS,16:9
LG 23ET63B-W,https://pcpartpicker.com/product/3XCwrH/lg-monitor-23et63bw,,23,"1920,1080",60,5,IPS,16:9
LG 25UM64-S,https://pcpartpicker.com/product/TTdqqs/lg-monitor-25um64p,,25,"2560,1080",60,5,IPS,21:9
LG 34UM65,https://pcpartpicker.com/product/wvzv6h/lg-monitor-34um65,,34,"2560,1080",60,14,IPS,21:9
LG 34UM94-P,https://pcpartpicker.com/product/R9Trxr/lg-monitor-34um94p,,34,"3440,1440",60,5,IPS,21:9
LG 34UM95-P,https://pcpartpicker.com/product/463RsY/lg-monitor-34um95p,,34,"3440,1440",60,5,IPS,21:9
BenQ GW2265HM,https://pcpartpicker.com/product/q2FXsY/benq-monitor-gw2265hm,,21.5,"1920,1080",60,6,VA,16:9
Acer UM.HT2AA.002 (T272HUL bmidpcz),https://pcpartpicker.com/product/mwrcCJ/acer-monitor-umht2aa002,,27,"2560,1440",60,5,VA,16:9
Asus VB199T-P,https://pcpartpicker.com/product/GgX2FT/asus-monitor-vb199tp,,19,"1280,1024",60,5,IPS,5:4
Eizo S1933H-BK,https://pcpartpicker.com/product/BXs8TW/eizo-monitor-s1933hbk,,19,"1280,1024",60,14,IPS,5:4
Philips 272G5DYEB,https://pcpartpicker.com/product/mbtWGX/philips-monitor-272g5dyeb,,27,"1920,1080",144,5,TN,16:9
Planar PXL2470MW,https://pcpartpicker.com/product/7mPzK8/planar-monitor-997734600,,23.6,"1920,1080",60,14,IPS,16:9
Gateway FHX2153L,https://pcpartpicker.com/product/YXL7YJ/gateway-monitor-fhx2153l,,21.5,"1920,1080",60,5,TN,16:9
AOC E2461FWH,https://pcpartpicker.com/product/y3Crxr/aoc-monitor-e2461fwh,,23.6,"1920,1080",60,2,TN,16:9
Acer B326HK YMJDPPHZ,https://pcpartpicker.com/product/WJx9TW/acer-monitor-umjb6aa002,,32,"3840,2160",60,6,IPS,16:9
Acer B226HQL,https://pcpartpicker.com/product/xVnG3C/acer-monitor-umwb6aa002,,21.5,"1920,1080",60,5,VA,16:9
AOC P2370SD,https://pcpartpicker.com/product/2f7CmG/aoc-monitor-p2370sd,,23,"1920,1080",60,7,IPS,16:9
Dell E2414Hx,https://pcpartpicker.com/product/ygs8TW/dell-monitor-e2414hx,,24,"1920,1080",60,5,TN,16:9
Eizo CX241-BK-CN,https://pcpartpicker.com/product/W6hj4D/eizo-monitor-cx241bkcn,,24.1,"1920,1200",60,8,IPS,16:10
HP F9Z10AA#ABA,https://pcpartpicker.com/product/9P648d/hp-monitor-f9z10aaaba,,23,"1920,1080",60,8,IPS,16:9
LG 27MB85Z-B,https://pcpartpicker.com/product/4pgPxr/lg-monitor-27mb85zb,,27,"2560,1440",60,5,IPS,16:9
LG 31MU97,https://pcpartpicker.com/product/xf7CmG/lg-monitor-31mu97,,31,"4096,2160",60,5,IPS,256:135
Planar PLL1910M,https://pcpartpicker.com/product/zvKhP6/planar-monitor-997775600,,19,"1280,1024",60,14,,5:4
V7 L27000WHS-9N,https://pcpartpicker.com/product/n998TW/v7-monitor-l27000whs9n,,27,"1920,1080",60,5,,16:9
Lenovo LI2821,https://pcpartpicker.com/product/N4DzK8/lenovo-monitor-18201657,,28,"3840,2160",60,5,TN,16:9
Acer T232HL Abmjjz,https://pcpartpicker.com/product/ChM323/acer-monitor-umvt2aaa01,,23,"1920,1080",60,5,IPS,16:9
CTL MTIP2152,https://pcpartpicker.com/product/VQ7CmG/ctl-monitor-mtip2152,,21.5,"1920,1080",60,6,IPS,16:9
Dell E2414Hr,https://pcpartpicker.com/product/TTWrxr/dell-monitor-e2414hr,,24,"1920,1080",60,5,TN,16:9
HP E221i,https://pcpartpicker.com/product/hXL7YJ/hp-monitor-f9z09aaaba,,21.5,"1920,1080",60,8,IPS,16:9
BenQ BL3201PH,https://pcpartpicker.com/product/VjX2FT/benq-monitor-bl3201ph,,32,"3840,2160",60,4,IPS,16:9
Acer UM.FB6AA.003,https://pcpartpicker.com/product/dBmxFT/acer-monitor-umfb6aa003,,24,"1920,1200",60,6,IPS,16:10
AOC E2727SHE,https://pcpartpicker.com/product/jmGj4D/aoc-monitor-e2727she,,27,"1920,1080",60,2,TN,16:9
HP K1M38AA,https://pcpartpicker.com/product/wBmxFT/hp-monitor-k1m38a8aba,,27,"1920,1080",60,14,IPS,16:9
ViewSonic VA1917A,https://pcpartpicker.com/product/sGX2FT/viewsonic-monitor-va1917a,,18.5,"1366,768",60,5,TN,16:9
ViewSonic VG2438SM,https://pcpartpicker.com/product/rNGj4D/viewsonic-monitor-vg2438sm,,24,"1920,1200",60,5,PLS,16:10
ViewSonic VG939SM,https://pcpartpicker.com/product/MjX2FT/viewsonic-monitor-vg939sm,,19,"1280,1024",60,14,IPS,5:4
AOC I2721VH,https://pcpartpicker.com/product/TsYWGX/aoc-monitor-i2721vh,,27,"1920,1080",60,5,IPS,16:9
Samsung S22A650S,https://pcpartpicker.com/product/9MnG3C/samsung-monitor-s22a650s,,21.5,"1920,1080",60,4,,16:9
Monoprice 12156,https://pcpartpicker.com/product/Bf7CmG/monoprice-monitor-12156,,28,"3840,2160",60,1,TN,16:9
Acer XB240H ABPR,https://pcpartpicker.com/product/DbvZxr/acer-monitor-umfb0aaa01,,24,"1920,1080",144,1,TN,16:9
Acer UM.FV6AA.006,https://pcpartpicker.com/product/pZL7YJ/acer-monitor-umfv6aa006,,24,"1920,1200",60,6,,16:10
Acer B276HK YMJDPPRZ,https://pcpartpicker.com/product/NkL7YJ/acer-monitor-umhb6aa003,,27,"3840,2160",60,6,IPS,16:9
Acer G277HL bid,https://pcpartpicker.com/product/C238TW/acer-monitor-umhg7aa002,,27,"1920,1080",60,4,IPS,16:9
Philips 247E4LHAB,https://pcpartpicker.com/product/VdCrxr/philips-monitor-247e4lhab,,23.6,"1920,1080",60,2,TN,16:9
Asus PB279Q,https://pcpartpicker.com/product/jjX2FT/asus-monitor-pb279q,,27,"3840,2160",60,5,IPS,16:9
ViewSonic VA2855SMH,https://pcpartpicker.com/product/m8KhP6/viewsonic-monitor-va2855smh,,28,"1920,1080",60,7,VA,16:9
Acer S277HK wmidpp,https://pcpartpicker.com/product/Gf8H99/acer-monitor-umhs7aa001,,27,"3840,2160",60,4,IPS,16:9
Planar 997-7848-00,https://pcpartpicker.com/product/bKZ2FT/planar-monitor-997784800,,24,"1920,1080",60,5,IPS,16:9
Samsung S24E360HL,https://pcpartpicker.com/product/W4Crxr/samsung-monitor-s24e360hl,,23.6,"1920,1080",60,4,PLS,16:9
Acer XB270HA,https://pcpartpicker.com/product/cxYWGX/acer-monitor-umhb0eea01,,27,"1920,1080",144,1,TN,16:9
LG 29UM67,https://pcpartpicker.com/product/yWX2FT/lg-monitor-29um67,,29,"2560,1080",60,5,IPS,21:9
Monoprice 12178,https://pcpartpicker.com/product/x2RFf7/monoprice-monitor-12178,,24,"1920,1080",144,1,TN,16:9
LG 27MP57HT,https://pcpartpicker.com/product/TM8H99/lg-monitor-27mp57ht,,27,"1920,1080",60,5,IPS,16:9
LG 27MP67HQ,https://pcpartpicker.com/product/BqkwrH/lg-monitor-27mp67hq,,27,"1920,1080",60,5,IPS,16:9
Acer H257HU SMIDPX,https://pcpartpicker.com/product/C4Crxr/acer-monitor-umkh7aa001,,25,"2560,1440",60,4,IPS,16:9
LG 24MC37D-B,https://pcpartpicker.com/product/h2RFf7/lg-monitor-24mc37db,,23.5,"1920,1080",60,5,TN,16:9
LG 24MC57HQ-P,https://pcpartpicker.com/product/Hpbkcf/lg-monitor-24mc57hqp,,23.8,"1920,1080",60,5,IPS,16:9
Acer CB280HK bmjdppr,https://pcpartpicker.com/product/w8KhP6/acer-monitor-cb280hkbmjdppr,,28,"3840,2160",60,1,TN,16:9
Acer B246HQL Aymidr,https://pcpartpicker.com/product/rWX2FT/acer-monitor-umub6aaa01,,23.6,"1920,1080",60,6,IPS,16:9
Acer V246HQL Cbd,https://pcpartpicker.com/product/KkTrxr/acer-monitor-umuv6aac01,,23.6,"1920,1080",60,5,TN,16:9
LG 29UM67P,https://pcpartpicker.com/product/6m8H99/lg-monitor-29um67p,,29,"2560,1080",60,5,IPS,21:9
Acer CB280HK bmjdppr,https://pcpartpicker.com/product/gqkwrH/acer-monitor-umpb0aa002,,28,"3840,2160",60,1,TN,16:9
HP Z27q,https://pcpartpicker.com/product/FGGj4D/hp-monitor-j3g14a8aba,,27,"5120,2880",60,14,IPS,16:9
LG 27MP77HM-P,https://pcpartpicker.com/product/K4qbt6/lg-monitor-27mp77hmp,,27,"1920,1080",60,5,IPS,16:9
Acer CB270HU,https://pcpartpicker.com/product/PjyxFT/acer-monitor-umhb0ee001,,27,"2560,1440",60,6,IPS,16:9
Acer G247HYL bmidx,https://pcpartpicker.com/product/CLJkcf/acer-monitor-umqg7aa002,,23.8,"1920,1080",60,4,IPS,16:9
Acer V246HQL Cbid,https://pcpartpicker.com/product/cq4NnQ/acer-monitor-umuv6aac02,,23.6,"1920,1080",60,5,TN,16:9
HP 23xw,https://pcpartpicker.com/product/rr648d/hp-monitor-23xw,,23,"1920,1080",60,7,IPS,16:9
HP 25xw,https://pcpartpicker.com/product/WbX2FT/hp-monitor-25xw,,25,"1920,1080",60,7,IPS,16:9
HP K0Q34AA#ABA,https://pcpartpicker.com/product/mnH48d/hp-monitor-k0q34aaaba,,23.6,"1920,1080",60,8,IPS,16:9
Samsung S24E390HL,https://pcpartpicker.com/product/7XPzK8/samsung-monitor-s24e390hl,,23.6,"1920,1080",60,4,PLS,16:9
ViewSonic VG2239SMH,https://pcpartpicker.com/product/jpGj4D/viewsonic-monitor-vg2239smh,,21.5,"1920,1080",60,7,VA,16:9
ViewSonic VG2847SMH,https://pcpartpicker.com/product/g298TW/viewsonic-monitor-vg2847smh,,28,"1920,1080",60,7,VA,16:9
Acer K242HQKbmjdp,https://pcpartpicker.com/product/7D2rxr/acer-monitor-umuv6ee001,,23.6,"3840,2160",60,4,IPS,16:9
Acer K242HQL BBID,https://pcpartpicker.com/product/XCbkcf/acer-monitor-umux6aab01,,23.6,"1920,1080",60,5,TN,16:9
Planar PXL2271MW,https://pcpartpicker.com/product/nkdFf7/planar-monitor-997784700,,22,"1920,1080",60,2,IPS,16:9
ViewSonic VG2433SMH,https://pcpartpicker.com/product/63bkcf/viewsonic-monitor-vg2433smh,,23.6,"1920,1080",60,14,IPS,16:9
HP C4D29AA,https://pcpartpicker.com/product/znH48d/hp-monitor-c4d29aa,,21.5,"1920,1080",60,7,IPS,16:9
HP K7X31AA#ABA,https://pcpartpicker.com/product/XMcMnQ/hp-monitor-k7x31aaaba,,23,"1920,1080",60,5,,16:9
HP L1E32A8#ABA,https://pcpartpicker.com/product/Bgwqqs/hp-monitor-l1e32a8aba,,20,"1600,900",60,5,TN,16:9
LG 22MC37D-B,https://pcpartpicker.com/product/BfH48d/lg-monitor-22mc37db,,21.5,"1920,1080",60,5,TN,16:9
Philips 247E6BDAD,https://pcpartpicker.com/product/6nH48d/philips-monitor-247e6bdad,,23.6,"1920,1080",60,2,TN,16:9
ViewSonic VA2209,https://pcpartpicker.com/product/MykwrH/viewsonic-monitor-va2209,,21.5,"1920,1080",60,5,TN,16:9
ViewSonic VG2233SMH,https://pcpartpicker.com/product/XYH48d/viewsonic-monitor-vg2233smh,,22,"1920,1080",60,4,IPS,16:9
Asus PA328Q,https://pcpartpicker.com/product/gq38TW/asus-monitor-pa328q,,32,"3840,2160",60,6,IPS,16:9
Acer S275HL bmii (UM.HS5AA.001),https://pcpartpicker.com/product/svWrxr/acer-monitor-s275hlbmiiumhs5aa001,,27,"1920,1080",60,6,IPS,16:9
Acer V206WQL bd,https://pcpartpicker.com/product/6ykwrH/acer-monitor-umiv6aa003,,19.5,"1440,900",60,6,IPS,16:10
AOC U2870VQE,https://pcpartpicker.com/product/WykwrH/aoc-monitor-u2870vqe,,28,"3840,2160",60,1,TN,16:9
Lenovo 60C9MAR1US,https://pcpartpicker.com/product/bdmxFT/lenovo-monitor-60c9mar1us,,24,"1920,1200",60,7,IPS,16:10
Acer K242HQL BBMD,https://pcpartpicker.com/product/4jp323/acer-monitor-k242hqlbbmd,,23.6,"1920,1080",60,5,TN,16:9
Asus VN289QR,https://pcpartpicker.com/product/tHBrxr/asus-monitor-vn289qr,,28,"1920,1080",60,5,IPS,16:9
LG 22MB35DM-I,https://pcpartpicker.com/product/RykwrH/lg-monitor-22mb35dmi,,21.5,"1920,1080",60,5,IPS,16:9
LG 22MB35PU-I,https://pcpartpicker.com/product/9vWrxr/lg-monitor-22mb35pui,,21.5,"1920,1080",60,5,IPS,16:9
Asus VE228H-R,https://pcpartpicker.com/product/s7Trxr/asus-monitor-ve228hr,,21.5,"1920,1080",60,5,TN,16:9
Eizo CX271-BK,https://pcpartpicker.com/product/Tcqbt6/eizo-monitor-cx271bk,,27,"2560,1440",60,6,IPS,16:9
Asus C422AQ,https://pcpartpicker.com/product/dV7CmG/asus-monitor-c422aq,,21.5,"1920,1080",60,5,IPS,16:9
Asus VS239HV,https://pcpartpicker.com/product/cskwrH/asus-monitor-vs239hv,,23,"1920,1080",60,5,IPS,16:9
Lenovo 60D2HAR1US,https://pcpartpicker.com/product/PBZ2FT/lenovo-monitor-60d2har1us,,19,"1280,1024",60,7,IPS,5:4
LG 22MB35D-I,https://pcpartpicker.com/product/KV7CmG/lg-monitor-22mb35di,,21.5,"1920,1080",60,5,IPS,16:9
LG 22MB35P-I,https://pcpartpicker.com/product/3GcMnQ/lg-monitor-22mb35pi,146.69,21.5,"1920,1080",60,5,IPS,16:9
LG 22MB35Y-I,https://pcpartpicker.com/product/bDx9TW/lg-monitor-22mb35yi,,21.5,"1920,1080",60,5,IPS,16:9
LG 27MC37HQ-B,https://pcpartpicker.com/product/q27CmG/lg-monitor-27mc37hqb,,27,"1920,1080",60,5,IPS,16:9
LG 27MP36HQ-B,https://pcpartpicker.com/product/vtp323/lg-monitor-27mp36hqb,,27,"1920,1080",60,5,IPS,16:9
LG 27MP37VQ-B,https://pcpartpicker.com/product/FL2rxr/lg-monitor-27mp37vqb,,27,"1920,1080",60,5,IPS,16:9
NEC AS242W-BK,https://pcpartpicker.com/product/Rx648d/nec-monitor-as242wbk,,23.6,"1920,1080",60,5,TN,16:9
NEC PA322UHD-BK,https://pcpartpicker.com/product/rQqbt6/nec-monitor-pa322uhdbk,,31.5,"3840,2160",60,10,IPS,16:9
Acer XB270HU Abprz,https://pcpartpicker.com/product/pPnG3C/acer-monitor-umhb0aaa02,,27,"2560,1440",144,4,TN,16:9
Acer H277H smidx,https://pcpartpicker.com/product/F27CmG/acer-monitor-umhh7aa001,,27,"1920,1080",60,4,IPS,16:9
HP J3G14A4#ABA,https://pcpartpicker.com/product/KrVBD3/hp-monitor-j3g14a4aba,,27,"5120,2880",60,14,IPS,16:9
NEC PA322UHD-BK-SV,https://pcpartpicker.com/product/RdmxFT/nec-monitor-pa322uhdbksv,,31.5,"3840,2160",60,10,IPS,16:9
Samsung S27E650D,https://pcpartpicker.com/product/FV7CmG/samsung-monitor-s27e650d,,27,"1920,1080",60,4,PLS,16:9
Nixeus NX-VUE24A,https://pcpartpicker.com/product/f3tWGX/nixeus-monitor-nxvue24a,,24,"1920,1080",144,1,TN,16:9
Acer K272HUL,https://pcpartpicker.com/product/2XvZxr/acer-monitor-umhx2aac01,,27,"2560,1440",75,6,TN,16:9
Philips 272P4APJKEB,https://pcpartpicker.com/product/rZfmP6/philips-monitor-272p4apjkeb,,27,"2560,1440",60,5,VA,16:9
Acer UM.QB0AA.002,https://pcpartpicker.com/product/nWbkcf/acer-monitor-umqb0aa002,,23.8,"3840,2160",60,6,IPS,16:9
Asus C622AQ,https://pcpartpicker.com/product/NJbkcf/asus-monitor-c622aq,,21.5,"1920,1080",60,5,IPS,16:9
Dell S2216M,https://pcpartpicker.com/product/tjp323/dell-monitor-s2216m,,21.5,"1920,1080",60,6,IPS,16:9
