name,part_url,color,cas_latency,manufacturer,part_number,form_factor,is_ecc,is_registered,modules_count,modules_size,memory_type,frequency
G.Skill Trident Z Neo 16 GB,https://pcpartpicker.com/product/FBPgXL/gskill-trident-z-neo-16-gb-2-x-8-gb-ddr4-3200-memory-f4-3200c14d-16gtzn,Silver / Black,14.0,G.Skill,F4-3200C14D-16GTZN,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
G.Skill Ripjaws M5 RGB 32 GB,https://pcpartpicker.com/product/PWCCmG/gskill-ripjaws-m5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-rm5rk,Black,28.0,G.Skill,F5-6000J2836G16GX2-RM5RK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston ValueRAM 32 GB,https://pcpartpicker.com/product/kPpzK8/kingston-valueram-32-gb-1-x-32-gb-ddr4-3200-cl22-memory-kvr32s22d832,,22.0,Kingston,KVR32S22D8/32,260-pin SODIMM (DDR4),False,False,1,32,DDR4,3200.0
Crucial CT32G52C42S5 32 GB,https://pcpartpicker.com/product/KfZXsY/crucial-ct32g52c42s5-32-gb-1-x-32-gb-ddr5-5200-sodimm-cl42-memory-ct32g52c42s5,Black,42.0,Crucial,CT32G52C42S5,262-pin SODIMM (DDR5),False,False,1,32,DDR5,5200.0
V-Color TN416G32D822 16 GB,https://pcpartpicker.com/product/DMDnTW/v-color-tn416g32d822-16-gb-1-x-16-gb-ddr4-3200-sodimm-cl22-memory-tn416g32d822,Black,22.0,V-Color,TN416G32D822,260-pin SODIMM (DDR4),False,False,1,16,DDR4,3200.0
Corsair ValueSelect 16 GB,https://pcpartpicker.com/product/DzfmP6/corsair-memory-cmso16gx4m1a2133c15,Black,15.0,Corsair,CMSO16GX4M1A2133C15,260-pin SODIMM (DDR4),False,False,1,16,DDR4,2133.0
Silicon Power SP016GBLFU320X22 16 GB,https://pcpartpicker.com/product/zBM48d/silicon-power-sp016gblfu320x22-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-sp016gblfu320x22,,22.0,Silicon Power,SP016GBLFU320X22,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Corsair Vengeance LED 64 GB,https://pcpartpicker.com/product/6h38TW/corsair-vengeance-led-64gb-4-x-16gb-ddr4-3000-memory-cmu64gx4m4c3000c15,Black / White,15.0,Corsair,CMU64GX4M4C3000C15,288-pin DIMM (DDR4),False,False,4,16,DDR4,3000.0
Silicon Power XPOWER Zenith Gaming 32 GB,https://pcpartpicker.com/product/YMjBD3/silicon-power-xpower-zenith-gaming-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-sp032gxlwu560fse,Black,40.0,Silicon Power,SP032GXLWU560FSE,288-pin DIMM (DDR5),False,False,1,32,DDR5,5600.0
G.Skill Trident Z5 RGB 48 GB,https://pcpartpicker.com/product/cN6NnQ/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-6000-cl40-memory-f5-6000j4048f24gx2-tz5rk,Black,40.0,G.Skill,F5-6000J4048F24GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,24,DDR5,6000.0
Corsair WS 128 GB,https://pcpartpicker.com/product/kzTZxr/corsair-ws-128-gb-4-x-32-gb-registered-ddr5-5600-cl40-memory-cma128gx5m4b5600z40,Black / Green,40.0,Corsair,CMA128GX5M4B5600Z40,288-pin DIMM (DDR5),True,True,4,32,DDR5,5600.0
G.Skill Aegis 8 GB,https://pcpartpicker.com/product/cz2kcf/gskill-aegis-8-gb-2-x-4-gb-ddr3-1600-cl11-memory-f3-1600c11d-8gis,,11.0,G.Skill,F3-1600C11D-8GIS,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
TEAMGROUP Elite 32 GB,https://pcpartpicker.com/product/HdLFf7/teamgroup-elite-32-gb-1-x-32-gb-ddr4-3200-cl22-memory-ted432g3200c2201,Black,22.0,TEAMGROUP,TED432G3200C2201,288-pin DIMM (DDR4),False,False,1,32,DDR4,3200.0
Kingston FURY Impact 64 GB,https://pcpartpicker.com/product/JrBzK8/kingston-fury-impact-64-gb-2-x-32-gb-ddr5-4800-sodimm-cl38-memory-kf548s38ibk2-64,Black,38.0,Kingston,KF548S38IBK2-64,262-pin SODIMM (DDR5),False,False,2,32,DDR5,4800.0
TEAMGROUP T-Create Classic 16 GB,https://pcpartpicker.com/product/C2tLrH/teamgroup-t-create-classic-16-gb-1-x-16-gb-ddr5-5600-cl46-memory-ctccd516g5600hc4601,Black,46.0,TEAMGROUP,CTCCD516G5600HC4601,288-pin DIMM (DDR5),False,False,1,16,DDR5,5600.0
G.Skill Ripjaws 8 GB,https://pcpartpicker.com/product/9xMFf7/gskill-memory-f310666cl9d8gbrl,Black / Red,9.0,G.Skill,F3-10666CL9D-8GBRL,240-pin DIMM (DDR3),False,False,2,4,DDR3,1333.0
G.Skill Aegis 64 GB,https://pcpartpicker.com/product/rntWGX/gskill-aegis-64-gb-4-x-16-gb-ddr4-2400-cl15-memory-f4-2400c15q-64gis,Black / Red,15.0,G.Skill,F4-2400C15Q-64GIS,288-pin DIMM (DDR4),False,False,4,16,DDR4,2400.0
Corsair Vengeance RGB RT 128 GB,https://pcpartpicker.com/product/rHpzK8/corsair-vengeance-rgb-rt-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-cmn128gx4m4z3200c16,Black,16.0,Corsair,CMN128GX4M4Z3200C16,288-pin DIMM (DDR4),False,False,4,32,DDR4,3200.0
TEAMGROUP T-Force Delta RGB 64 GB,https://pcpartpicker.com/product/Fqqrxr/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-ff3d564g5200hc40cdc01,Black,40.0,TEAMGROUP,FF3D564G5200HC40CDC01,288-pin DIMM (DDR5),False,False,2,32,DDR5,5200.0
Kingston FURY Renegade 32 GB,https://pcpartpicker.com/product/fh3NnQ/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-6800-cl36-memory-kf568c36rwak2-32,White / Silver,36.0,Kingston,KF568C36RWAK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,6800.0
Kingston FURY Renegade Pro 16 GB,https://pcpartpicker.com/product/zyFmP6/kingston-fury-renegade-pro-16-gb-1-x-16-gb-registered-ddr5-6000-cl32-memory-kf560r32rb-16,Black,32.0,Kingston,KF560R32RB-16,288-pin DIMM (DDR5),True,True,1,16,DDR5,6000.0
Kingston FURY Renegade Pro 128 GB,https://pcpartpicker.com/product/gm3NnQ/kingston-fury-renegade-pro-128-gb-8-x-16-gb-registered-ddr5-5600-cl36-memory-kf556r36rbk8-128,Black,36.0,Kingston,KF556R36RBK8-128,288-pin DIMM (DDR5),True,True,8,16,DDR5,5600.0
G.Skill Ripjaws M5 RGB 64 GB,https://pcpartpicker.com/product/gbbRsY/gskill-ripjaws-m5-rgb-64-gb-2-x-32-gb-ddr5-5600-cl46-memory-f5-5600j4645a32gx2-rm5rw,White,46.0,G.Skill,F5-5600J4645A32GX2-RM5RW,288-pin DIMM (DDR5),False,False,2,32,DDR5,5600.0
TEAMGROUP T-Force Xtreem 48 GB,https://pcpartpicker.com/product/RP26Mp/teamgroup-t-force-xtreem-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-ffpd548g7600hc36edc01,Pink,36.0,TEAMGROUP,FFPD548G7600HC36EDC01,288-pin DIMM (DDR5),False,False,2,24,DDR5,7600.0
V-Color TE516G68S834SKK 32 GB,https://pcpartpicker.com/product/ssWmP6/v-color-te516g68s834skk-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-te516g68s834skk,White,34.0,V-Color,TE516G68S834SKK,288-pin DIMM (DDR5),True,False,2,16,DDR5,6800.0
Corsair VS2GB800D2 2 GB,https://pcpartpicker.com/product/TbYXsY/corsair-memory-vs2gb800d2,Green,5.0,Corsair,VS2GB800D2,240-pin DIMM (DDR2),False,False,1,2,DDR2,800.0
Kingston KVR1333D3N9K2/8G 8 GB,https://pcpartpicker.com/product/JHMFf7/kingston-memory-kvr1333d3n9k28g,Green,9.0,Kingston,KVR1333D3N9K2/8G,240-pin DIMM (DDR3),False,False,2,4,DDR3,1333.0
G.Skill F3-12800CL9D-8GBSQ 8 GB,https://pcpartpicker.com/product/J4Lypg/gskill-memory-f312800cl9d8gbsq,Green,9.0,G.Skill,F3-12800CL9D-8GBSQ,204-pin SODIMM (DDR3),False,False,2,4,DDR3,1600.0
Kingston KHX1600C9D3LK2/8GX 8 GB,https://pcpartpicker.com/product/hBK7YJ/kingston-memory-khx1600c9d3lk28gx,Green / Silver,9.0,Kingston,KHX1600C9D3LK2/8GX,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
Kingston KVR16S11K2/16 16 GB,https://pcpartpicker.com/product/yGQypg/kingston-memory-kvr16s11k216,Green,11.0,Kingston,KVR16S11K2/16,204-pin SODIMM (DDR3),False,False,2,8,DDR3,1600.0
Crucial CT25672BD1339 2 GB,https://pcpartpicker.com/product/2vzv6h/crucial-memory-ct25672bd1339,Black / Green,9.0,Crucial,CT25672BD1339,240-pin DIMM (DDR3),True,False,1,2,DDR3,1333.0
Kingston KVR16R11D4/16HA 16 GB,https://pcpartpicker.com/product/84K7YJ/kingston-memory-kvr16r11d416ha,Green,11.0,Kingston,KVR16R11D4/16HA,240-pin DIMM (DDR3),True,True,1,16,DDR3,1600.0
Crucial CT2K51264BD160BJ 8 GB,https://pcpartpicker.com/product/X8M323/crucial-memory-ct2k51264bd160bj,Black / Green,11.0,Crucial,CT2K51264BD160BJ,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/PPVBD3/gskill-memory-f43600c17d16gvk,Black,17.0,G.Skill,F4-3600C17D-16GVK,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Ripjaws V 32 GB,https://pcpartpicker.com/product/HzfmP6/gskill-memory-f43200c14d32gvr,Red,14.0,G.Skill,F4-3200C14D-32GVR,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Crucial CT2KIT25664BA160BJ 4 GB,https://pcpartpicker.com/product/gntWGX/crucial-memory-ct2kit25664ba160bj,Black / Green,11.0,Crucial,CT2KIT25664BA160BJ,240-pin DIMM (DDR3),False,False,2,2,DDR3,1600.0
Corsair Vengeance RGB 16 GB,https://pcpartpicker.com/product/7Jx2FT/corsair-vengeance-rgb-16gb-2-x-8gb-ddr4-3200-memory-cmr16gx4m2c3200c16w,White,16.0,Corsair,CMR16GX4M2C3200C16W,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Kingston KTD-PE426S8/8G 8 GB,https://pcpartpicker.com/product/cfndnQ/kingston-8gb-1-x-8gb-registered-ddr4-2666-memory-ktd-pe426s88g,Green / Black,19.0,Kingston,KTD-PE426S8/8G,288-pin DIMM (DDR4),True,True,1,8,DDR4,2666.0
Crucial CT2K16G4RFS4266 32 GB,https://pcpartpicker.com/product/rsVD4D/crucial-32gb-2-x-16gb-registered-ddr4-2666-memory-ct2k16g4rfs4266,Green / Black,19.0,Crucial,CT2K16G4RFS4266,288-pin DIMM (DDR4),True,True,2,16,DDR4,2666.0
G.Skill Trident Z RGB 32 GB,https://pcpartpicker.com/product/2Mm323/gskill-trident-z-rgb-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzrx,Black,16.0,G.Skill,F4-3200C16Q-32GTZRX,288-pin DIMM (DDR4),False,False,4,8,DDR4,3200.0
TEAMGROUP Elite 16 GB,https://pcpartpicker.com/product/RM7v6h/team-elite-16-gb-2-x-8-gb-ddr4-2666-memory-ted416g2666c19dc-s01,Black,19.0,TEAMGROUP,TED416G2666C19DC-S01,260-pin SODIMM (DDR4),False,False,2,8,DDR4,2666.0
G.Skill Ripjaws V 64 GB,https://pcpartpicker.com/product/G4MTwP/gskill-ripjaws-v-64-gb-4-x-16-gb-ddr4-3600-memory-f4-3600c18q-64gvk,Black,18.0,G.Skill,F4-3600C18Q-64GVK,288-pin DIMM (DDR4),False,False,4,16,DDR4,3600.0
Samsung M393A2K40CB2-CVF 16 GB,https://pcpartpicker.com/product/JsRzK8/samsung-16-gb-1-x-16-gb-registered-ddr4-2933-memory-m393a2k40cb2-cvf,Green / Black,21.0,Samsung,M393A2K40CB2-CVF,288-pin DIMM (DDR4),True,True,1,16,DDR4,2933.0
TEAMGROUP T-Force Dark Z 16 GB,https://pcpartpicker.com/product/bcyqqs/teamgroup-t-force-dark-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tdzgd416g3600hc18jdc01,Silver,18.0,TEAMGROUP,TDZGD416G3600HC18JDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Ripjaws V 64 GB,https://pcpartpicker.com/product/Fk92FT/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-2666-cl19-memory-f4-2666c19d-64gvk,Black,19.0,G.Skill,F4-2666C19D-64GVK,288-pin DIMM (DDR4),False,False,2,32,DDR4,2666.0
G.Skill TridentZ RGB 32 GB,https://pcpartpicker.com/product/nJgFf7/gskill-tridentz-rgb-32-gb-2-x-16-gb-ddr4-4600-cl20-memory-f4-4600c20d-32gtzr,Black,20.0,G.Skill,F4-4600C20D-32GTZR,288-pin DIMM (DDR4),False,False,2,16,DDR4,4600.0
Kingston FURY Renegade 64 GB,https://pcpartpicker.com/product/bTkWGX/kingston-fury-renegade-64-gb-4-x-16-gb-ddr4-3200-cl16-memory-kf432c16rb1k464,Black,16.0,Kingston,KF432C16RB1K4/64,288-pin DIMM (DDR4),False,False,4,16,DDR4,3200.0
Kingston FURY Renegade 16 GB,https://pcpartpicker.com/product/LFD7YJ/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-4266-cl19-memory-kf442c19rbk216,Black,19.0,Kingston,KF442C19RBK2/16,288-pin DIMM (DDR4),False,False,2,8,DDR4,4266.0
Kingston Server Premier 16 GB,https://pcpartpicker.com/product/hBBG3C/kingston-server-premier-16-gb-1-x-16-gb-registered-ddr4-2666-cl19-memory-ksm26rs816mfr,,19.0,Kingston,KSM26RS8/16MFR,288-pin DIMM (DDR4),True,True,1,16,DDR4,2666.0
TEAMGROUP Elite 4 GB,https://pcpartpicker.com/product/XjTp99/teamgroup-elite-4-gb-1-x-4-gb-ddr4-3200-cl22-memory-ted44g3200c2201,Black,22.0,TEAMGROUP,TED44G3200C2201,288-pin DIMM (DDR4),False,False,1,4,DDR4,3200.0
G.Skill Sniper X 32 GB,https://pcpartpicker.com/product/XQmmP6/gskill-sniper-x-32-gb-4-x-8-gb-ddr4-2400-cl17-memory-f4-2400c17q-32gsxw,Black / White,17.0,G.Skill,F4-2400C17Q-32GSXW,288-pin DIMM (DDR4),False,False,4,8,DDR4,2400.0
G.Skill Trident Z RGB 128 GB,https://pcpartpicker.com/product/qzJgXL/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-3200-cl14-memory-f4-3200c14q-128gtzr,,14.0,G.Skill,F4-3200C14Q-128GTZR,288-pin DIMM (DDR4),False,False,4,32,DDR4,3200.0
G.Skill Trident Z5 RGB 48 GB,https://pcpartpicker.com/product/gk6NnQ/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-f5-7200j3646f24gx2-tz5rs,Silver / Black,36.0,G.Skill,F5-7200J3646F24GX2-TZ5RS,288-pin DIMM (DDR5),False,False,2,24,DDR5,7200.0
G.Skill Ripjaws S5 48 GB,https://pcpartpicker.com/product/zPfxFT/gskill-ripjaws-s5-48-gb-2-x-24-gb-ddr5-6400-cl36-memory-f5-6400j3648g24gx2-rs5k,Black,36.0,G.Skill,F5-6400J3648G24GX2-RS5K,288-pin DIMM (DDR5),False,False,2,24,DDR5,6400.0
Silicon Power SP032GBLVU560F02 32 GB,https://pcpartpicker.com/product/8rBzK8/silicon-power-sp032gblvu560f02-32-gb-1-x-32-gb-ddr5-5600-cl46-memory-sp032gblvu560f02,Black,46.0,Silicon Power,SP032GBLVU560F02,288-pin DIMM (DDR5),False,False,1,32,DDR5,5600.0
Acer Predator Pallas II 32 GB,https://pcpartpicker.com/product/zG4Zxr/acer-predator-pallas-ii-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-bl9bwwr352,Silver,34.0,Acer,BL.9BWWR.352|VESTA2-32GB-6800-1R8-V4,288-pin DIMM (DDR5),False,False,2,16,DDR5,6800.0
V-Color TRA516G72S834Q 64 GB,https://pcpartpicker.com/product/qBn9TW/v-color-tra516g72s834q-64-gb-4-x-16-gb-registered-ddr5-7200-cl34-memory-tra516g72s834q,White,34.0,V-Color,TRA516G72S834Q,288-pin DIMM (DDR5),True,True,4,16,DDR5,7200.0
Kingston FURY Renegade Pro 128 GB,https://pcpartpicker.com/product/7ngrxr/kingston-fury-renegade-pro-128-gb-8-x-16-gb-registered-ddr5-4800-cl36-memory-kf548r36rbk8-128,Black,36.0,Kingston,KF548R36RBK8-128,288-pin DIMM (DDR5),True,True,8,16,DDR5,4800.0
V-Color TRA532G64D832O 256 GB,https://pcpartpicker.com/product/VHMMnQ/v-color-tra532g64d832o-256-gb-8-x-32-gb-registered-ddr5-6400-cl32-memory-tra532g64d832o,Black,32.0,V-Color,TRA532G64D832O,288-pin DIMM (DDR5),True,True,8,32,DDR5,6400.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/pNCZxr/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-kf560c30bwe-32,White,30.0,Kingston,KF560C30BWE-32,288-pin DIMM (DDR5),False,False,1,32,DDR5,6000.0
Silicon Power XPOWER Storm RGB 64 GB,https://pcpartpicker.com/product/wFzXsY/silicon-power-xpower-storm-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-sp064gxlwu64afdk,Black,32.0,Silicon Power,SP064GXLWU64AFDK,288-pin DIMM (DDR5),False,False,2,32,DDR5,6400.0
TEAMGROUP T-Force Vulcan 32 GB,https://pcpartpicker.com/product/WMqrxr/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-5600-cl38-memory-flrd532g5600hc38gdc01,Red,38.0,TEAMGROUP,FLRD532G5600HC38GDC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
G.Skill Ripjaws S5 32 GB,https://pcpartpicker.com/product/hLnXsY/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-f5-6400j3648f16gx2-rs5w,White,36.0,G.Skill,F5-6400J3648F16GX2-RS5W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
G.Skill Trident Z5 Royal 48 GB,https://pcpartpicker.com/product/JDFCmG/gskill-trident-z5-royal-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-f5-6800j3446f24gx2-tr5s,Silver,34.0,G.Skill,F5-6800J3446F24GX2-TR5S,288-pin DIMM (DDR5),False,False,2,24,DDR5,6800.0
Corsair XMS2 2 GB,https://pcpartpicker.com/product/LWsKHx/corsair-memory-cm2x20486400c5,Black,5.0,Corsair,CM2X2048-6400C5,240-pin DIMM (DDR2),False,False,1,2,DDR2,800.0
Crucial CT2CP25672AF667 4 GB,https://pcpartpicker.com/product/pxvRsY/crucial-memory-ct2cp25672af667,Green,5.0,Crucial,CT2CP25672AF667,240-pin DIMM (DDR2),True,True,2,2,DDR2,667.0
Kingston ValueRAM 1 GB,https://pcpartpicker.com/product/WG4gXL/kingston-memory-kvr533d2n41g,Green,4.0,Kingston,KVR533D2N4/1G,240-pin DIMM (DDR2),False,False,1,1,DDR2,533.0
Corsair XMS3 8 GB,https://pcpartpicker.com/product/pqn2FT/corsair-memory-cmx8gx3m2a1600c9,Black / Silver,9.0,Corsair,CMX8GX3M2A1600C9,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
Corsair Dominator GT 12 GB,https://pcpartpicker.com/product/pTh9TW/corsair-memory-cmt12gx3m6a1866c9,Black / Red,9.0,Corsair,CMT12GX3M6A1866C9,240-pin DIMM (DDR3),False,False,6,2,DDR3,1866.0
Corsair XMS2 2 GB,https://pcpartpicker.com/product/3g7wrH/corsair-memory-twin2x20486400,Black / Purple,4.0,Corsair,TWIN2X2048-6400,240-pin DIMM (DDR2),False,False,2,1,DDR2,800.0
Crucial Ballistix Tracer 3 GB,https://pcpartpicker.com/product/w9zv6h/crucial-memory-bl3kit12864tb1608,Blue / Silver,8.0,Crucial,BL3KIT12864TB1608,240-pin DIMM (DDR3),False,False,3,1,DDR3,1600.0
G.Skill F3-12800CL9D-4GBNQ 4 GB,https://pcpartpicker.com/product/Gb9KHx/gskill-memory-f312800cl9d4gbnq,Red / Silver,9.0,G.Skill,F3-12800CL9D-4GBNQ,240-pin DIMM (DDR3),False,False,2,2,DDR3,1600.0
Kingston HyperX 8 GB,https://pcpartpicker.com/product/d3DwrH/kingston-memory-khx1600c9d3k48gx,Blue / Silver,9.0,Kingston,KHX1600C9D3K4/8GX,240-pin DIMM (DDR3),False,False,4,2,DDR3,1600.0
Corsair XMS3 4 GB,https://pcpartpicker.com/product/hBn2FT/corsair-memory-tw3x4g1333c9ag,Black / Blue,9.0,Corsair,TW3X4G1333C9A G,240-pin DIMM (DDR3),False,False,2,2,DDR3,1333.0
Crucial CT51264BA1339 4 GB,https://pcpartpicker.com/product/vzckcf/crucial-memory-ct51264ba1339,Black / Green,9.0,Crucial,CT51264BA1339,204-pin SODIMM (DDR3),False,False,1,4,DDR3,1333.0
Corsair Dominator GTX 2 GB,https://pcpartpicker.com/product/4jV48d/corsair-memory-cmgtx3,Black / Red,9.0,Corsair,CMGTX3,240-pin DIMM (DDR3),False,False,1,2,DDR3,2400.0
Corsair Vengeance 8 GB,https://pcpartpicker.com/product/2cn2FT/corsair-memory-cmz8gx3m2a1866c9,Black / Silver,9.0,Corsair,CMZ8GX3M2A1866C9,240-pin DIMM (DDR3),False,False,2,4,DDR3,1866.0
Kingston KVR1333D3N9K3/12G 12 GB,https://pcpartpicker.com/product/VCXfrH/kingston-memory-kvr1333d3n9k312g,Green,9.0,Kingston,KVR1333D3N9K3/12G,240-pin DIMM (DDR3),False,False,3,4,DDR3,1333.0
Kingston HyperX T1 8 GB,https://pcpartpicker.com/product/Q7Np99/kingston-memory-khx1600c9d3t1k28gx,Blue,9.0,Kingston,KHX1600C9D3T1K2/8GX,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
Corsair Vengeance 4 GB,https://pcpartpicker.com/product/gtDwrH/corsair-memory-cmz4gx3m1a1600c9b,Black / Blue,9.0,Corsair,CMZ4GX3M1A1600C9B,240-pin DIMM (DDR3),False,False,1,4,DDR3,1600.0
Mushkin Essentials 4 GB,https://pcpartpicker.com/product/RCR48d/mushkin-memory-996559,Green,5.0,Mushkin,996559,200-pin SODIMM (DDR2),False,False,2,2,DDR2,667.0
G.Skill Ripjaws X 8 GB,https://pcpartpicker.com/product/BFDwrH/gskill-memory-f317000cl11d8gbxl,Black / Red,11.0,G.Skill,F3-17000CL11D-8GBXL,240-pin DIMM (DDR3),False,False,2,4,DDR3,2133.0
Corsair XMS3 12 GB,https://pcpartpicker.com/product/yNbp99/corsair-memory-cmx12gx3m3b1600c9,Black / Silver,9.0,Corsair,CMX12GX3M3B1600C9,240-pin DIMM (DDR3),False,False,3,4,DDR3,1600.0
G.Skill F3-12800CL9S-2GBSQ 2 GB,https://pcpartpicker.com/product/QQH323/gskill-memory-f312800cl9s2gbsq,Green,9.0,G.Skill,F3-12800CL9S-2GBSQ,204-pin SODIMM (DDR3),False,False,1,2,DDR3,1600.0
G.Skill Ripjaws X 16 GB,https://pcpartpicker.com/product/FVvRsY/gskill-memory-f317000cl11q16gbxl,Black / Red,11.0,G.Skill,F3-17000CL11Q-16GBXL,240-pin DIMM (DDR3),False,False,4,4,DDR3,2133.0
ADATA AD3U1333C4G9-2 8 GB,https://pcpartpicker.com/product/kxBv6h/a-data-memory-ad3u1333c4g92,Green,9.0,ADATA,AD3U1333C4G9-2,240-pin DIMM (DDR3),False,False,2,4,DDR3,1333.0
Crucial CT51264BD1339 4 GB,https://pcpartpicker.com/product/HZYXsY/crucial-memory-ct51264bd1339,Green,9.0,Crucial,CT51264BD1339,240-pin DIMM (DDR3),False,False,1,4,DDR3,1333.0
Samsung MV-3V4G3/US 4 GB,https://pcpartpicker.com/product/FnDwrH/samsung-memory-mv3v4g3us,Black,11.0,Samsung,MV-3V4G3/US,240-pin DIMM (DDR3),False,False,1,4,DDR3,1600.0
GeIL Pristine 4 GB,https://pcpartpicker.com/product/73TmP6/geil-memory-gp34gb1333c9sc,Green,9.0,GeIL,GP34GB1333C9SC,240-pin DIMM (DDR3),False,False,1,4,DDR3,1333.0
G.Skill Ripjaws X 8 GB,https://pcpartpicker.com/product/3CxfrH/gskill-memory-f310666cl9s8gbxl,Black / Red,9.0,G.Skill,F3-10666CL9S-8GBXL,240-pin DIMM (DDR3),False,False,1,8,DDR3,1333.0
Pareema MD313C81609L2 8 GB,https://pcpartpicker.com/product/Y9MFf7/pareema-memory-md313c81609l2,Blue,9.0,Pareema,MD313C81609L2,240-pin DIMM (DDR3),False,False,2,4,DDR3,1333.0
G.Skill Ripjaws X 8 GB,https://pcpartpicker.com/product/jhQypg/gskill-memory-f312800cl7d8gbxm,Black / Blue,7.0,G.Skill,F3-12800CL7D-8GBXM,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
G.Skill Ares 16 GB,https://pcpartpicker.com/product/39MFf7/gskill-memory-f31866c10d16gab,Black / Blue,10.0,G.Skill,F3-1866C10D-16GAB,240-pin DIMM (DDR3),False,False,2,8,DDR3,1866.0
G.Skill Ares 32 GB,https://pcpartpicker.com/product/Bth9TW/gskill-memory-f31600c10q32gao,Black / Orange,10.0,G.Skill,F3-1600C10Q-32GAO,240-pin DIMM (DDR3),False,False,4,8,DDR3,1600.0
G.Skill Ripjaws Z 64 GB,https://pcpartpicker.com/product/Gz3RsY/gskill-memory-f317000cl11q264gbzld,Black / Red,11.0,G.Skill,F3-17000CL11Q2-64GBZLD,240-pin DIMM (DDR3),False,False,8,8,DDR3,2133.0
Corsair Vengeance 64 GB,https://pcpartpicker.com/product/sfw323/corsair-memory-cmz64gx3m8a1600c9,Black / Silver,9.0,Corsair,CMZ64GX3M8A1600C9,240-pin DIMM (DDR3),False,False,8,8,DDR3,1600.0
"Patriot Intel Extreme Master, Limited Ed 16 GB",https://pcpartpicker.com/product/hLGkcf/patriot-memory-pvi316g186c0k,Black / Blue,10.0,Patriot,PVI316G186C0K,240-pin DIMM (DDR3),False,False,2,8,DDR3,1866.0
"Patriot Intel Extreme Master, Limited Ed 8 GB",https://pcpartpicker.com/product/HZphP6/patriot-memory-pvi38g160c9k,Black / Blue,9.0,Patriot,PVI38G160C9K,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
Corsair Vengeance 16 GB,https://pcpartpicker.com/product/yhfp99/corsair-memory-cmz16gx3m4a2400c9,Black / Silver,9.0,Corsair,CMZ16GX3M4A2400C9,240-pin DIMM (DDR3),False,False,4,4,DDR3,2400.0
GeIL EVO Leggara 16 GB,https://pcpartpicker.com/product/2hfp99/geil-memory-gel316gb1866c9dc,Black / Green,9.0,GeIL,GEL316GB1866C9DC,240-pin DIMM (DDR3),False,False,2,8,DDR3,1866.0
Corsair Vengeance LP 8 GB,https://pcpartpicker.com/product/2QkD4D/corsair-vengeance-lp-8-gb-1-x-8-gb-ddr3-1600-cl10-memory-cml8gx3m1a1600c10b,Black / Blue,10.0,Corsair,CML8GX3M1A1600C10B,240-pin DIMM (DDR3),False,False,1,8,DDR3,1600.0
