name,part_url,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,manufacturer,part_number,socket,max_memory,ecc_support
Intel Core i5-7400T,https://pcpartpicker.com/product/rXp323/intel-core-i5-7400t-24ghz-quad-core-oemtray-processor-cm8067702867915,4,2.4,3.0,Kaby Lake,35,Intel HD Graphics 630,Intel,CM8067702867915,LGA1151,64.0,False
Intel Xeon E5-2660 V4,https://pcpartpicker.com/product/6k98TW/intel-cpu-bx80660e52660v4,14,2.0,3.2,Broadwell,105,,Intel,BX80660E52660V4,LGA2011-3,,True
Intel Core i7-3770S,https://pcpartpicker.com/product/mbJwrH/intel-cpu-bx80637i73770s,4,3.1,,Ivy Bridge,65,Intel HD Graphics 4000,Intel,BX80637I73770S|BX806237I73770S,LGA1155,,False
Intel Core 2 Quad Q9650,https://pcpartpicker.com/product/gvGkcf/intel-cpu-bx80569q9650,4,3.0,,Yorkfield,95,,Intel,BX80569Q9650,LGA775,,False
Intel Core i3-8350K,https://pcpartpicker.com/product/fCs8TW/intel-core-i3-8350k-40ghz-quad-core-processor-bx80684i38350k,4,4.0,,Coffee Lake,91,Intel UHD Graphics 630,Intel,BX80684I38350K,LGA1151,64.0,False
Intel Pentium Gold G6405,https://pcpartpicker.com/product/gCzhP6/intel-pentium-gold-g6405-41-ghz-dual-core-processor-bx80701g6405,2,4.1,,Comet Lake,58,Intel UHD Graphics 610,Intel,BX80701G6405,LGA1200,128.0,False
Intel Xeon E3-1245 V6,https://pcpartpicker.com/product/tds8TW/intel-xeon-e3-1245-v6-37ghz-quad-core-processor-bx80677e31245v6,4,3.7,4.1,Kaby Lake,73,Intel HD Graphics P630,Intel,BX80677E31245V6,LGA1151,64.0,True
Intel Core i3-3240,https://pcpartpicker.com/product/FRckcf/intel-cpu-bx80637i33240,2,3.4,,Ivy Bridge,55,Intel HD Graphics 2500,Intel,BX80637i33240,LGA1155,,False
Intel Xeon E3-1230 V3,https://pcpartpicker.com/product/JHXfrH/intel-cpu-bx80646e31230v3,4,3.3,3.7,Haswell,80,,Intel,BX80646E31230V3,LGA1150,,True
Intel Core i5-3450,https://pcpartpicker.com/product/kxzv6h/intel-cpu-bx80637i53450,4,3.1,,Ivy Bridge,77,Intel HD Graphics 2500,Intel,BX80637I53450|BX806237I53450,LGA1155,,False
Intel Core i7-5820K,https://pcpartpicker.com/product/WqYXsY/intel-cpu-cm8064801548435,6,3.3,3.6,Haswell,140,,Intel,CM8064801548435,LGA2011-3,64.0,False
Intel Core Ultra 5 245,https://pcpartpicker.com/product/JqQwrH/intel-core-ultra-5-245-35-ghz-14-core-oemtray-processor-at8076806775,14,3.5,5.1,Arrow Lake,65,Intel Xe,Intel,AT8076806775,LGA1851,192.0,True
Intel Core i7-980X Extreme Edition,https://pcpartpicker.com/product/k2DwrH/intel-cpu-bx80613i7980x,6,3.33,,Westmere,130,,Intel,BX80613I7980X,LGA1366,,False
AMD Phenom II X6 1100T Black,https://pcpartpicker.com/product/NGTmP6/amd-cpu-hde00zfbgrbox,6,3.3,,K10,125,,AMD,HDE00ZFBGRBOX,AM3,,False
Intel Pentium Gold G5400,https://pcpartpicker.com/product/PvqhP6/intel-pentium-gold-g5400-37ghz-dual-core-processor-bx80684g5400,2,3.7,,Coffee Lake,58,Intel UHD Graphics 610,Intel,BX80684G5400,LGA1151,64.0,True
Intel Core i5-13600,https://pcpartpicker.com/product/38Fbt6/intel-core-i5-13600-27-ghz-14-core-processor-bx8071513600,14,2.7,5.0,Raptor Lake,65,Intel UHD Graphics 770,Intel,BX8071513600,LGA1700,192.0,False
Intel Core i7-10700K Avengers Collector's Edition,https://pcpartpicker.com/product/j6Tp99/intel-core-i7-10700k-avengers-collectors-edition-38-ghz-8-core-processor-bx8070110700ka,8,3.8,5.1,Comet Lake,125,Intel UHD Graphics 630,Intel,BX8070110700KA,LGA1200,128.0,False
Intel Core i9-9960X,https://pcpartpicker.com/product/BBndnQ/intel-core-i9-9960x-31-thz-16-core-oemtray-processor-cd8067304126500,16,3.1,4.4,Skylake,165,,Intel,CD8067304126500,LGA2066,128.0,False
AMD FX-9370,https://pcpartpicker.com/product/tgkD4D/amd-cpu-fd9370fhhkwof,8,4.4,4.7,Piledriver,220,,AMD,FD9370FHHKWOF,AM3+,,False
AMD A10-9700,https://pcpartpicker.com/product/n9s8TW/amd-a10-9700-35ghz-quad-core-processor-ad9700agabbox,4,3.5,3.8,Excavator,65,Radeon R7 (on-die),AMD,AD9700AGABBOX,AM4,,False
Intel Core i3-2120T,https://pcpartpicker.com/product/pYjG3C/intel-cpu-bx80623i32120t,2,2.6,,Sandy Bridge,35,Intel HD Graphics 2000,Intel,BX80623I32120T,LGA1155,,False
Intel Xeon E5-1620 V3,https://pcpartpicker.com/product/PcCrxr/intel-cpu-bx80644e51620v3,4,3.5,3.6,Haswell,140,,Intel,BX80644E51620V3,LGA2011-3,,True
Intel Core 2 Extreme QX9775,https://pcpartpicker.com/product/kxvRsY/intel-cpu-bx80574qx9775,4,3.2,,Yorkfield,150,,Intel,BX80574QX9775,LGA771,,False
Intel Core i5-7600,https://pcpartpicker.com/product/FN98TW/intel-core-i5-7600-35ghz-quad-core-oemtray-processor-cm8067702868011,4,3.5,4.1,Kaby Lake,65,Intel HD Graphics 630,Intel,CM8067702868011,LGA1151,64.0,False
AMD A6-9500E,https://pcpartpicker.com/product/YRL7YJ/amd-a6-9500e-30ghz-dual-core-processor-ad9500ahabbox,2,3.0,3.4,Excavator,35,Radeon R5 (on die),AMD,AD9500AHABBOX,AM4,,False
Intel Xeon E5-1650 V2,https://pcpartpicker.com/product/YgYXsY/intel-cpu-cm8063501292204,6,3.5,3.9,Ivy Bridge,130,,Intel,CM8063501292204,LGA2011,,True
Intel Xeon E3-1231 V3,https://pcpartpicker.com/product/psR48d/intel-cpu-bx80646e31231v3,4,3.4,3.8,Haswell Refresh,80,,Intel,BX80646E31231V3,LGA1150,,True
Intel Core i9-10940X,https://pcpartpicker.com/product/fYWBD3/intel-core-i9-10940x-33-ghz-14-core-processor-bx8069510940x,14,3.3,4.8,Cascade Lake,165,,Intel,BX8069510940X,LGA2066,256.0,False
Intel Xeon E5-1620 V4,https://pcpartpicker.com/product/9t7CmG/intel-xeon-e5-1620-v4-35ghz-quad-core-oemtray-processor-cm8066002044103,4,3.5,3.8,Broadwell,140,,Intel,CM8066002044103,LGA2011-3,1536.0,True
AMD Athlon II X4 640,https://pcpartpicker.com/product/WhXfrH/amd-cpu-adx640wfgmbox,4,3.0,,K10,95,,AMD,ADX640WFGMBOX,AM3,,False
AMD A10-7700K,https://pcpartpicker.com/product/wHkD4D/amd-cpu-ad770kxbjabox,4,3.4,3.8,Steamroller,95,Radeon R7 (on-die),AMD,AD770KXBJABOX,FM2+,,False
Intel Xeon E5-2670 V3,https://pcpartpicker.com/product/jnTrxr/intel-cpu-bx80644e52670v3,12,2.3,3.1,Haswell,120,,Intel,BX80644E52670V3,LGA2011-3,,True
Intel Core i5-8600K,https://pcpartpicker.com/product/GNX2FT/intel-core-i5-8600k-36ghz-6-core-oemtray-processor-cm8068403358508,6,3.6,4.3,Coffee Lake,95,Intel UHD Graphics 630,Intel,CM8068403358508,LGA1151,128.0,False
AMD A4-6300B,https://pcpartpicker.com/product/38h9TW/amd-cpu-ad630boka23hl,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,AMD,AD630BOKA23HL,FM2,,False
Intel Core i5-9500F,https://pcpartpicker.com/product/vfrYcf/intel-core-i5-9500f-3-ghz-6-core-processor-bx80684i59500f,6,3.0,4.4,Coffee Lake Refresh,65,,Intel,BX80684I59500F,LGA1151,128.0,False
Intel Xeon E5-2650 V2,https://pcpartpicker.com/product/BwR48d/intel-cpu-bx80635e52650v2,8,2.6,3.4,Ivy Bridge,95,,Intel,BX80635E52650V2,LGA2011,,True
Intel Celeron G5925,https://pcpartpicker.com/product/FpXYcf/intel-celeron-g5925-36-ghz-dual-core-processor-bx80701g5925,2,3.6,,Comet Lake,58,Intel UHD Graphics 610,Intel,BX80701G5925,LGA1200,128.0,False
Intel Xeon E5-2687W V2,https://pcpartpicker.com/product/2Hdqqs/intel-cpu-bx80635e52687v2,8,3.4,4.0,Ivy Bridge,150,,Intel,BX80635E52687V2,LGA2011,,True
AMD Athlon X4 860K,https://pcpartpicker.com/product/kWGj4D/amd-cpu-ad860kxbjabox,4,3.7,4.0,Steamroller,95,,AMD,AD860KXBJABOX,FM2+,,False
Intel Core i9-10850K,https://pcpartpicker.com/product/fmzFf7/intel-core-i9-10850k-36-ghz-10-core-oemtray-processor-cm8070104608302,10,3.6,5.2,Comet Lake,125,Intel UHD Graphics 630,Intel,CM8070104608302,LGA1200,128.0,False
AMD EPYC 4244P,https://pcpartpicker.com/product/sgV2FT/amd-epyc-4244p-38-ghz-6-core-processor-100-100001480wof,6,3.8,5.1,Zen 4,65,Radeon,AMD,100-100001480WOF,AM5,,True
Intel Pentium G2020,https://pcpartpicker.com/product/RBXfrH/intel-cpu-bx80637g2020,2,2.9,,Ivy Bridge,55,Intel HD Graphics,Intel,BX80637G2020,LGA1155,,False
AMD A10-7850K,https://pcpartpicker.com/product/TqxfrH/amd-cpu-ad785kxbjabox,4,3.7,4.0,Steamroller,95,Radeon R7 (on-die),AMD,AD785KXBJABOX,FM2+,,False
Intel Core i3-7320,https://pcpartpicker.com/product/HgKhP6/intel-core-i3-7320-41ghz-dual-core-processor-bx80677i37320,2,4.1,,Kaby Lake,51,Intel HD Graphics 630,Intel,BX80677I37320,LGA1151,64.0,True
Intel Core i5-6402P,https://pcpartpicker.com/product/JC648d/intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p,4,2.8,3.4,Skylake,65,Intel HD Graphics 510,Intel,BX80662I56402P,LGA1151,64.0,False
Intel Core i9-9900X,https://pcpartpicker.com/product/gZYLrH/intel-core-i9-9900x-35-ghz-10-core-processor-cd8067304126200,10,3.5,4.4,Skylake,165,,Intel,CD8067304126200,LGA2066,128.0,False
Intel Xeon E5-2630,https://pcpartpicker.com/product/kKvRsY/intel-cpu-bx80621e52630,6,2.3,,Sandy Bridge,95,,Intel,BX80621E52630,LGA2011,,True
AMD Ryzen 7 PRO 7745,https://pcpartpicker.com/product/6988TW/amd-ryzen-7-pro-7745-38-ghz-8-core-oemtray-processor-100-000000599,8,3.8,5.3,Zen 4,65,Radeon,AMD,100-000000599,AM5,128.0,True
Intel Core i5-4590S,https://pcpartpicker.com/product/xvzv6h/intel-cpu-bx80646i54590s,4,3.0,3.7,Haswell Refresh,65,Intel HD Graphics 4000,Intel,BX80646I54590S,LGA1150,,False
Intel Xeon E3-1271 V3,https://pcpartpicker.com/product/73V48d/intel-cpu-bx80646e31271v3,4,3.6,4.0,Haswell Refresh,80,,Intel,BX80646E31271V3,LGA1150,,True
Intel Pentium Gold G5500,https://pcpartpicker.com/product/JBhKHx/intel-pentium-gold-g5500-38ghz-dual-core-processor-bx80684g5500,2,3.8,,Coffee Lake,54,Intel UHD Graphics 630,Intel,BX80684G5500,LGA1151,64.0,True
Intel Celeron G4900,https://pcpartpicker.com/product/y8448d/intel-celeron-g4900-31ghz-dual-core-processor-bx80684g4900,2,3.1,,Coffee Lake,65,Intel UHD Graphics 610,Intel,BX80684G4900,LGA1151,64.0,True
AMD A10-6700,https://pcpartpicker.com/product/4b7wrH/amd-cpu-ad6700okhlbox,4,3.7,,Piledriver,65,Radeon HD 8670D,AMD,AD6700OKHLBOX,FM2,,False
Intel Core i3-6300,https://pcpartpicker.com/product/gk648d/intel-cpu-bx80662i36300,2,3.8,,Skylake,51,Intel HD Graphics 530,Intel,BX80662I36300,LGA1151,64.0,True
Intel Core i5-9600KF,https://pcpartpicker.com/product/TJwkcf/intel-core-i5-9600kf-37-ghz-6-core-oemtray-processor-cm8068403874410,6,3.7,4.6,Coffee Lake Refresh,95,,Intel,CM8068403874410,LGA1151,128.0,False
Intel Core i5-4430,https://pcpartpicker.com/product/MdBv6h/intel-cpu-bx80646i54430,4,3.0,,Haswell,84,Intel HD Graphics 4600,Intel,BX80646I54430,LGA1150,,False
Intel Celeron E3400,https://pcpartpicker.com/product/DLNp99/intel-cpu-at80571rg0641ml,2,2.6,,Wolfdale,65,,Intel,AT80571RG0641ML,LGA775,,False
Intel Core 2 Quad Q6600,https://pcpartpicker.com/product/2vGkcf/intel-cpu-hh80562ph0568m,4,2.4,,Core,100,,Intel,HH80562PH0568M,LGA775,,False
AMD A4-3300,https://pcpartpicker.com/product/J4zv6h/amd-cpu-ad3300ojhxbox,2,2.5,,Lynx,65,Radeon HD 6410D,AMD,AD3300OJHXBOX|AD3300OJGXBOX,FM1,,False
AMD A8-6600K,https://pcpartpicker.com/product/fb7wrH/amd-cpu-ad660kwohlbox,4,3.9,,Piledriver,100,Radeon HD 8570D,AMD,AD660KWOHLBOX,FM2,,False
Intel Core i5-650,https://pcpartpicker.com/product/BkZQzy/intel-cpu-bx80616i5650,2,3.2,,Westmere,73,Intel HD Graphics,Intel,BX80616I5650,LGA1156,,False
Intel Xeon E5-1660 V3,https://pcpartpicker.com/product/DjZ2FT/intel-cpu-cm8064401909200,8,3.0,3.5,Haswell,140,,Intel,CM8064401909200,LGA2011-3,,True
Intel Xeon E5-2670,https://pcpartpicker.com/product/gd3RsY/intel-cpu-cm8062101082713,8,2.6,3.3,Sandy Bridge,115,,Intel,CM8062101082713,LGA2011,,True
AMD A6-7400K,https://pcpartpicker.com/product/Wr9KHx/amd-cpu-ad740kybjabox,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),AMD,AD740KYBJABOX,FM2+,,False
Intel Xeon E5-2620 V4,https://pcpartpicker.com/product/XjZ2FT/intel-cpu-bx80660e52620v4,8,2.1,3.0,Broadwell,85,,Intel,BX80660E52620V4,LGA2011-3,1536.0,True
Intel Core i5-7500,https://pcpartpicker.com/product/KmRFf7/intel-core-i5-7500-34ghz-quad-core-oemtray-processor-cm8067702868012,4,3.4,3.8,Kaby Lake,65,Intel HD Graphics 630,Intel,CM8067702868012,LGA1151,64.0,False
Intel Xeon E3-1220 V3,https://pcpartpicker.com/product/dY3RsY/intel-cpu-bx80646e31220v3,4,3.1,3.5,Haswell,80,,Intel,BX80646E31220V3,LGA1150,,True
Intel Xeon E5-2680 V3,https://pcpartpicker.com/product/QYcMnQ/intel-cpu-cm8064401439612,12,2.5,3.3,Haswell,120,,Intel,CM8064401439612,LGA2011-3,,True
Intel Core i5-8500,https://pcpartpicker.com/product/FgPKHx/intel-core-i5-8500-3-ghz-6-core-processor-bx80684i58500,6,3.0,4.1,Coffee Lake,65,Intel UHD Graphics 630,Intel,BX80684I58500,LGA1151,128.0,False
AMD FX-8370,https://pcpartpicker.com/product/8mrcCJ/amd-cpu-fd8370frhkhbx,8,4.0,4.3,Piledriver,125,,AMD,FD8370FRHKHBX,AM3+,,False
Intel Core i3-13100T,https://pcpartpicker.com/product/B8RYcf/intel-core-i3-13100t-25-ghz-quad-core-oemtray-processor-cm8071505092101,4,2.5,4.2,Raptor Lake,35,Intel UHD Graphics 730,Intel,CM8071505092101,LGA1700,192.0,False
AMD Phenom II X4 955 Black,https://pcpartpicker.com/product/FV8Zxr/amd-cpu-hdz955fbgmbox,4,3.2,,K10,125,,AMD,HDZ955FBGMBOX,AM3,,False
Intel Xeon E5-2667 V2,https://pcpartpicker.com/product/CZn2FT/intel-cpu-cm8063501287304,8,3.3,4.0,Ivy Bridge,130,,Intel,CM8063501287304,LGA2011,,True
Intel Core i5-9400,https://pcpartpicker.com/product/78TzK8/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403875504,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,CM8068403875504,LGA1151,128.0,False
AMD Ryzen 7 PRO 7745,https://pcpartpicker.com/product/TvDQzy/amd-ryzen-7-pro-7745-38-ghz-8-core-processor-100-100000599mpk,8,3.8,5.3,Zen 4,65,Radeon,AMD,100-100000599MPK,AM5,128.0,True
Intel Core 2 Quad Q9550,https://pcpartpicker.com/product/X4TmP6/intel-cpu-bx80569q9550,4,2.83,,Yorkfield,95,,Intel,BX80569Q9550,LGA775,,False
Intel Xeon E-2288G,https://pcpartpicker.com/product/cYNgXL/intel-xeon-e-2288g-37-thz-8-core-oemtray-processor-cm8068404224102,8,3.7,5.0,Coffee Lake Refresh,95,Intel HD Graphics P630,Intel,CM8068404224102,LGA1151,128.0,True
Intel Core i5-4690K,https://pcpartpicker.com/product/YpZQzy/intel-cpu-bxf80646i54690k,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,Intel,BXF80646I54690K,LGA1150,,False
AMD Phenom II X4 965 Black,https://pcpartpicker.com/product/Rd7wrH/amd-cpu-hdz965fbgmbox,4,3.4,,K10,125,,AMD,HDZ965FBGMBOX,AM3,,False
Intel Xeon E5-2680 V2,https://pcpartpicker.com/product/WtjG3C/intel-cpu-bx80635e52680v2,10,2.8,3.6,Ivy Bridge,115,,Intel,BX80635E52680V2,LGA2011,,True
Intel Core i3-10100T,https://pcpartpicker.com/product/Tc8bt6/intel-core-i3-10100t-3-ghz-quad-core-oemtray-processor-cm8070104291412,4,3.0,3.8,Comet Lake,35,Intel UHD Graphics 630,Intel,CM8070104291412,LGA1200,128.0,False
Intel Xeon E3-1245 V2,https://pcpartpicker.com/product/Z37wrH/intel-cpu-bx80637e31245v2,4,3.4,,Ivy Bridge,77,Intel HD Graphics P4000,Intel,BX80637E31245V2,LGA1155,,True
Intel Core i7-960,https://pcpartpicker.com/product/94TmP6/intel-cpu-bx80601960,4,3.2,,Nehalem,130,,Intel,BX80601960,LGA1366,,False
Intel Celeron G440,https://pcpartpicker.com/product/ctGkcf/intel-cpu-bx80623g440,1,1.6,,Sandy Bridge,35,Intel HD Graphics,Intel,BX80623G440,LGA1155,,False
AMD FX-9590,https://pcpartpicker.com/product/tPR48d/amd-cpu-fd9590fhhkwox,8,4.7,5.0,Piledriver,220,,AMD,FD9590FHHKWOX,AM3+,,False
AMD 3850,https://pcpartpicker.com/product/tKCwrH/amd-cpu-sd3850jahmbox,4,1.3,,Jaguar,25,Radeon HD 8280,AMD,SD3850JAHMBOX,AM1,,False
Intel Xeon E5-2650 V3,https://pcpartpicker.com/product/2xFXsY/intel-cpu-bx80644e52650v3,10,2.3,3.0,Haswell,105,,Intel,BX80644E52650V3,LGA2011-3,,True
Intel Core i5-9500T,https://pcpartpicker.com/product/xscRsY/intel-core-i5-9500t-22-ghz-6-core-oemtray-processor-cm8068403362510,6,2.2,3.7,Coffee Lake Refresh,35,Intel UHD Graphics 630,Intel,CM8068403362510,LGA1151,128.0,False
Intel Core 2 Quad Q9300,https://pcpartpicker.com/product/GpvRsY/intel-cpu-bx80580q9300,4,2.5,,Yorkfield,95,,Intel,BX80580Q9300,LGA775,,False
Intel Core i9-9960X,https://pcpartpicker.com/product/fB3H99/intel-core-i9-9960x-31-thz-16-core-processor-bx80673i99960x,16,3.1,4.4,Skylake,165,,Intel,BX80673I99960X,LGA2066,128.0,False
Intel Core 2 Duo E6700,https://pcpartpicker.com/product/ZpvRsY/intel-cpu-bx80557e6700,2,2.66,,Core,65,,Intel,BX80557E6700,LGA775,,False
Intel Xeon E5-2687W V3,https://pcpartpicker.com/product/TMnG3C/intel-cpu-bx80644e52687v3,10,3.1,3.5,Haswell,160,,Intel,BX80644E52687V3,LGA2011-3,,True
Intel Xeon E5-2690 V3,https://pcpartpicker.com/product/WcCrxr/intel-cpu-bx80644e52690v3,12,2.6,3.5,Haswell,135,,Intel,BX80644E52690V3,LGA2011-3,,True
AMD Athlon II X4 620,https://pcpartpicker.com/product/kMH323/amd-cpu-adx620wfgibox,4,2.6,,K10,95,,AMD,ADX620WFGIBOX,AM3,,False
AMD A10-5800K,https://pcpartpicker.com/product/CBCwrH/amd-cpu-ad580kwohjbox,4,3.8,,Piledriver,100,Radeon HD 7660D,AMD,AD580KWOHJBOX,FM2,,False
AMD 2650,https://pcpartpicker.com/product/tLvRsY/amd-cpu-sd2650jahmbox,2,1.45,,Jaguar,25,Radeon HD 8240,AMD,SD2650JAHMBOX,AM1,,False
Intel Core i9-7980XE,https://pcpartpicker.com/product/8cdFf7/intel-core-i9-7980xe-26ghz-18-core-processor-bx80673i97980x,18,2.6,4.4,Skylake,165,,Intel,BX80673I97980X,LGA2066,128.0,False
Intel Celeron G3920,https://pcpartpicker.com/product/7GCD4D/intel-celeron-g3920-26-ghz-dual-core-oemtray-processor-cm8066201938000,2,2.6,,Skylake,35,Intel HD Graphics 510,Intel,CM8066201938000,LGA1151,64.0,True
AMD Athlon II X2 270,https://pcpartpicker.com/product/28Np99/amd-cpu-adx270ocgmbox,2,3.4,,K10,65,,AMD,ADX270OCGMBOX,AM3,,False
Intel Xeon E5-2620 V3,https://pcpartpicker.com/product/fdnG3C/intel-cpu-bx80644e52620v3,6,2.4,3.2,Haswell,85,,Intel,BX80644E52620V3,LGA2011-3,,True
Intel Core i5-3550,https://pcpartpicker.com/product/8fW9TW/intel-cpu-bx80637i53550,4,3.3,,Ivy Bridge,77,Intel HD Graphics 2500,Intel,BX80637I53550|BX806237I53550,LGA1155,,False
Intel Xeon E3-1241 V3,https://pcpartpicker.com/product/rjPfrH/intel-cpu-bx80646e31241v3,4,3.5,3.9,Haswell Refresh,80,,Intel,BX80646E31241V3,LGA1150,,True
Intel Xeon E5-2695 V3,https://pcpartpicker.com/product/Bqqbt6/intel-cpu-bx80644e52695v3,14,2.3,3.3,Haswell,120,,Intel,BX80644E52695V3,LGA2011-3,,True
Intel Core i7-4790T,https://pcpartpicker.com/product/JGcMnQ/intel-cpu-cm8064601561513,4,2.7,3.9,Haswell Refresh,45,,Intel,CM8064601561513,LGA1150,,False
Intel Pentium G3220,https://pcpartpicker.com/product/RtPfrH/intel-cpu-bx80646g3220,2,3.0,,Haswell,54,Intel HD Graphics,Intel,BX80646G3220,LGA1150,,False
Intel Core i9-9900,https://pcpartpicker.com/product/nLrYcf/intel-core-i9-9900-31-ghz-8-core-oemtray-processor-cm8068403874032,8,3.1,5.0,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,CM8068403874032,LGA1151,128.0,False
AMD Ryzen 7 PRO 9745,https://pcpartpicker.com/product/cMrp99/amd-ryzen-7-pro-9745-38-ghz-8-core-oemtray-processor-100-000001408,8,3.8,5.4,Zen 5,65,Radeon,AMD,100-000001408,AM5,192.0,True
Intel Core i5-2400S,https://pcpartpicker.com/product/B3phP6/intel-cpu-bx80623i52400s,4,2.5,,Sandy Bridge,65,Intel HD Graphics 2000,Intel,BX80623I52400S,LGA1155,,False
Intel Core i7-2600S,https://pcpartpicker.com/product/jNMFf7/intel-cpu-bx80623i72600s,4,2.8,,Sandy Bridge,65,Intel HD Graphics 2000,Intel,BX80623I72600S,LGA1155,,False
Intel Core i3-6100,https://pcpartpicker.com/product/Xjp323/intel-cpu-cm8066201927202,2,3.7,,Skylake,51,Intel HD Graphics 530,Intel,CM8066201927202,LGA1151,64.0,True
Intel Core i5-7400,https://pcpartpicker.com/product/gWjWGX/intel-core-i5-7400-30ghz-quad-core-oemtray-processor-cm8067702867050,4,3.0,3.5,Kaby Lake,65,Intel HD Graphics 630,Intel,CM8067702867050,LGA1151,64.0,False
Intel Xeon E5-2695 V4,https://pcpartpicker.com/product/bBjWGX/intel-cpu-bx80660e52695v4,18,2.1,3.3,Broadwell,120,,Intel,BX80660E52695V4,LGA2011-3,1536.0,True
Intel Pentium G640,https://pcpartpicker.com/product/yg9KHx/intel-cpu-bx80623g640,2,2.8,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G640,LGA1155,,False
Intel Core i3-7350K,https://pcpartpicker.com/product/tTVBD3/intel-core-i3-7350k-42ghz-dual-core-processor-bx80677i37350k,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,Intel,BX80677I37350K,LGA1151,64.0,True
Intel Core 2 Quad Q6600,https://pcpartpicker.com/product/r4TmP6/intel-cpu-bx80562q6600,4,2.4,,Core,100,,Intel,BX80562Q6600,LGA775,,False
Intel Core i5-4570S,https://pcpartpicker.com/product/GRDwrH/intel-cpu-bx80646i54570s,4,2.9,,Haswell,65,Intel HD Graphics 4600,Intel,BX80646I54570S,LGA1150,,False
Intel Core i7-4771,https://pcpartpicker.com/product/F6kD4D/intel-cpu-bx80646i74771,4,3.5,3.9,Haswell,84,Intel HD Graphics 4600,Intel,BX80646I74771,LGA1150,,False
Intel Core i3-10300,https://pcpartpicker.com/product/g9PgXL/intel-core-i3-10300-37-ghz-quad-core-processor-bx8070110300,4,3.7,4.4,Comet Lake,65,Intel UHD Graphics 630,Intel,BX8070110300,LGA1200,128.0,False
AMD FX-4100,https://pcpartpicker.com/product/cJrG3C/amd-cpu-fd4100wmgusbx,4,3.6,,Bulldozer,95,,AMD,FD4100WMGUSBX,AM3+,,False
Intel Pentium G2120,https://pcpartpicker.com/product/PZphP6/intel-cpu-bx80637g2120,2,3.1,,Ivy Bridge,55,Intel HD Graphics,Intel,BX80637G2120,LGA1155,,True
AMD Ryzen 5 PRO 7445,https://pcpartpicker.com/product/nGNscf/amd-ryzen-5-pro-7445-33-ghz-6-core-processor-100-000001899,6,3.3,4.3,Zen 4,65,Radeon,AMD,100-000001899,AM5,128.0,True
Intel Core i5-2300,https://pcpartpicker.com/product/WRPfrH/intel-cpu-bx80623i52300,4,2.8,,Sandy Bridge,95,Intel HD Graphics 2000,Intel,BX80623I52300,LGA1155,,False
Intel Core i5-2320,https://pcpartpicker.com/product/XtGkcf/intel-cpu-bx80623i52320,4,3.0,,Sandy Bridge,95,Intel HD Graphics 2000,Intel,BX80623I52320,LGA1155,,False
AMD A10-6800K,https://pcpartpicker.com/product/YjmLrH/amd-cpu-ad680kwohlbox,4,4.1,,Piledriver,100,Radeon HD 8670D,AMD,AD680KWOHLBOX,FM2,,False
Intel Xeon E3-1240L V5,https://pcpartpicker.com/product/G7X2FT/intel-cpu-cm8066201935808,4,2.1,3.2,Skylake,25,,Intel,CM8066201935808,LGA1151,64.0,True
Intel Core i5-7600K,https://pcpartpicker.com/product/yzGj4D/intel-core-i5-7600k-38ghz-quad-core-oemtray-processor-cm8067702868219,4,3.8,4.2,Kaby Lake,91,Intel HD Graphics 630,Intel,CM8067702868219,LGA1151,64.0,False
Intel Core 2 Duo E8600,https://pcpartpicker.com/product/9kZQzy/intel-cpu-at80570pj0936m,2,3.33,,Wolfdale,65,,Intel,AT80570PJ0936M,LGA775,,False
Intel Xeon E3-1240 V3,https://pcpartpicker.com/product/vkxfrH/intel-cpu-bx80646e31240v3,4,3.4,3.8,Haswell,80,,Intel,BX80646E31240V3,LGA1150,,True
AMD A10-7890K,https://pcpartpicker.com/product/3Ls8TW/amd-cpu-ad789kxdjchbx,4,4.1,4.3,Steamroller,95,Radeon R7 (on-die),AMD,AD789KXDJCHBX,FM2+,,False
AMD Athlon X4 950,https://pcpartpicker.com/product/ZXgPxr/amd-athlon-x4-950-35ghz-quad-core-processor-ad950xagabbox,4,3.5,3.8,Excavator,65,,AMD,AD950XAGABBOX,AM4,,False
AMD Ryzen 3 2200G,https://pcpartpicker.com/product/9GPKHx/amd-ryzen-3-2200g-35ghz-quad-core-oemtray-processor-yd2200c4m4mfb,4,3.5,3.7,Zen,65,Radeon Vega 8,AMD,YD2200C4M4MFB,AM4,,False
Intel Core i3-8300,https://pcpartpicker.com/product/r3m323/intel-core-i3-8300-37ghz-quad-core-processor-bx80684i38300,4,3.7,,Coffee Lake,62,Intel UHD Graphics 630,Intel,BX80684I38300,LGA1151,64.0,True
