name,part_url,type,interface,capacity,color,manufacturer,part_number,rpm,form_factor
Sabrent Rocket Nano,https://pcpartpicker.com/product/YpLdnQ/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-gld,SSD,USB Type-C 3.2 Gen 2,1000,Gold,Sabrent,SB-1TB-NANO-GLD,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/Znhv6h/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-pnk,SSD,USB Type-C 3.2 Gen 2,512,Pink,Sabrent,SB-512-NANO-PNK,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/TvQKHx/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-red,SSD,USB Type-C 3.2 Gen 2,512,Red,Sabrent,SB-512-NANO-RED,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/BQvD4D/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-blu,SSD,USB Type-C 3.2 Gen 2,512,Blue,Sabrent,SB-512-NANO-BLU,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/zmpQzy/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-gld,SSD,USB Type-C 3.2 Gen 2,512,Gold,Sabrent,SB-512-NANO-GLD,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/j8qrxr/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-blk,SSD,USB Type-C 3.2 Gen 2,512,Black,Sabrent,SB-512-NANO-BLK,,External
Apricorn Padlock SSD,https://pcpartpicker.com/product/4mpQzy/apricorn-padlock-ssd-2-tb-external-ssd-assd-3pl256-2tbf,SSD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,ASSD-3PL256-2TBF,,External
Apricorn Padlock SSD,https://pcpartpicker.com/product/YtyH99/apricorn-padlock-ssd-1-tb-external-ssd-assd-3pl256-1tbf,SSD,USB Type-A 3.2 Gen 1,1000,Black,Apricorn,ASSD-3PL256-1TBF,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/bHTp99/apricorn-aegis-padlock-30-8-tb-external-ssd-a253pl256s8000,SSD,USB Type-A 3.2 Gen 1,8000,Black,Apricorn,A253PL256S8000,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/T3n9TW/apricorn-aegis-padlock-30-4-tb-external-ssd-a25-3pl256-s4000,SSD,USB Type-A 3.2 Gen 1,4000,Black,Apricorn,A25-3PL256-S4000,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/BYYRsY/apricorn-aegis-padlock-30-2-tb-external-ssd-a25-3pl256-s2000,SSD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,A25-3PL256-S2000,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/zsrqqs/apricorn-aegis-padlock-30-1-tb-external-ssd-a25-3pl256-s1000,SSD,USB Type-A 3.2 Gen 1,1000,Black,Apricorn,A25-3PL256-S1000,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/6j9wrH/apricorn-aegis-padlock-30-256-gb-external-ssd-a25-3pl256-s256,SSD,USB Type-A 3.2 Gen 1,256,Black,Apricorn,A25-3PL256-S256,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/bZCZxr/apricorn-aegis-padlock-30-2-tb-external-hard-drive-a25-3pl256-2000,HDD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,A25-3PL256-2000,5400.0,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/2fcgXL/apricorn-aegis-padlock-30-1-tb-external-hard-drive-a25-3pl256-1000,HDD,USB Type-A 3.2 Gen 1,1000,Black,Apricorn,A25-3PL256-1000,5400.0,External
Apricorn Aegis Fortress,https://pcpartpicker.com/product/mKQKHx/apricorn-aegis-fortress-1-tb-external-ssd-a25-3pl256-s1000f,SSD,USB Type-A 3.2 Gen 1,1000,Black,Apricorn,A25-3PL256-S1000F,,External
Apricorn Aegis Fortress,https://pcpartpicker.com/product/VR9wrH/apricorn-aegis-fortress-256-gb-external-ssd-a25-3pl256-s256f,SSD,USB Type-A 3.2 Gen 1,256,Black,Apricorn,A25-3PL256-S256F,,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/qQvD4D/apricorn-aegis-fortress-l3-2-tb-external-ssd-afl3-s2tb,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",2000,Black,Apricorn,AFL3-S2TB,,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/dg8bt6/apricorn-aegis-fortress-l3-1-tb-external-ssd-afl3s1tb,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000,Black,Apricorn,AFL3S1TB,,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/Qf6p99/apricorn-aegis-fortress-l3-512-gb-external-ssd-afl3s500,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",512,Black,Apricorn,AFL3S500,,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/WHGbt6/apricorn-aegis-fortress-l3-4-tb-external-hard-drive-afl3-4tb,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",4000,Black,Apricorn,AFL3- 4TB,5400.0,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/tR9wrH/apricorn-aegis-fortress-l3-2-tb-external-hard-drive-afl3-2tb,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",2000,Black,Apricorn,AFL3-2TB,5400.0,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/Ld92FT/apricorn-aegis-fortress-l3-1-tb-external-hard-drive-afl3-1tb,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000,Black,Apricorn,AFL3- 1TB,5400.0,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/pMQKHx/apricorn-aegis-fortress-l3-500-gb-external-hard-drive-afl3-500,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",500,Black,Apricorn,AFL3-500,5400.0,External
VisionTek 901378,https://pcpartpicker.com/product/sVXV3C/visiontek-901378-8-tb-external-ssd-901378,SSD,USB Type-C,8000,Black,VisionTek,901378,,External
VisionTek 901377,https://pcpartpicker.com/product/cgxxFT/visiontek-901377-4-tb-external-ssd-901377,SSD,USB Type-C,4000,Black,VisionTek,901377,,External
VisionTek 901196,https://pcpartpicker.com/product/NVVD4D/visiontek-901196-1-tb-external-ssd-901196,SSD,USB Type-C,1000,Black,VisionTek,901196,,External
VisionTek 901195,https://pcpartpicker.com/product/nVVD4D/visiontek-901195-512-gb-external-ssd-901195,SSD,USB Type-C,512,Black,VisionTek,901195,,External
Silicon Power Stream S05,https://pcpartpicker.com/product/fkzXsY/silicon-power-stream-s05-1-tb-external-ssd-sp010tbphd05ss3k,SSD,USB Type-A 3.2 Gen 1,1000,Black,Silicon Power,SP010TBPHD05SS3K,,External
Silicon Power Stream S05,https://pcpartpicker.com/product/nw88TW/silicon-power-stream-s05-2-tb-external-ssd-sp020tbphd05ss3k,SSD,USB Type-A 3.2 Gen 1,2000,Black,Silicon Power,SP020TBPHD05SS3K,,External
Silicon Power Stream S05,https://pcpartpicker.com/product/NWyH99/silicon-power-stream-s05-4-tb-external-ssd-sp040tbphd05ls3k,SSD,USB Type-A 3.2 Gen 1,4000,Black,Silicon Power,SP040TBPHD05LS3K,,External
Silicon Power Stream S05,https://pcpartpicker.com/product/LjbRsY/silicon-power-stream-s05-5-tb-external-ssd-sp050tbphd05ls3k,SSD,USB Type-A 3.2 Gen 1,5000,Black,Silicon Power,SP050TBPHD05LS3K,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/bdvD4D/silicon-power-bolt-b75-120-gb-external-ssd-sp120gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,120,Silver,Silicon Power,SP120GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/WP9wrH/silicon-power-bolt-b75-128-gb-external-ssd-sp128gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,128,Silver,Silicon Power,SP128GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/6mQKHx/silicon-power-bolt-b75-240-gb-external-ssd-sp240gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,240,Silver,Silicon Power,SP240GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/jLfxFT/silicon-power-bolt-b75-256-gb-external-ssd-sp256gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,256,Silver,Silicon Power,SP256GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/zWyH99/silicon-power-bolt-b75-480-gb-external-ssd-sp480gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,480,Silver,Silicon Power,SP480GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/B4Jp99/silicon-power-bolt-b75-512-gb-external-ssd-sp512gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,512,Silver,Silicon Power,SP512GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/TN26Mp/silicon-power-bolt-b75-960-gb-external-ssd-sp960gbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,960,Silver,Silicon Power,SP960GBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/ZrtLrH/silicon-power-bolt-b75-1-tb-external-ssd-sp010tbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,1000,Silver,Silicon Power,SP010TBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/Yw88TW/silicon-power-bolt-b75-2-tb-external-ssd-sp020tbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,2000,Silver,Silicon Power,SP020TBPSDB75SCS,,External
Silicon Power Bolt B75,https://pcpartpicker.com/product/4GV2FT/silicon-power-bolt-b75-4-tb-external-ssd-sp040tbpsdb75scs,SSD,USB Type-C 3.2 Gen 1,4000,Silver,Silicon Power,SP040TBPSDB75SCS,,External
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/mWyH99/silicon-power-bolt-b75-pro-256-gb-external-ssd-sp256gbpsd75psck,SSD,USB Type-C 3.2 Gen 2,256,Black,Silicon Power,SP256GBPSD75PSCK,,External
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/k8zXsY/silicon-power-bolt-b75-pro-2-tb-external-ssd-sp020tbpsd75psck,SSD,USB Type-C 3.2 Gen 2,2000,Black,Silicon Power,SP020TBPSD75PSCK,,External
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/rWyH99/silicon-power-bolt-b75-pro-4-tb-external-ssd-sp040tbpsd75psck,SSD,USB Type-C 3.2 Gen 2,4000,Black,Silicon Power,SP040TBPSD75PSCK,,External
Silicon Power PC60,https://pcpartpicker.com/product/qWyH99/silicon-power-pc60-240-gb-external-ssd-sp240gbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,240,Black,Silicon Power,SP240GBPSDPC60CK,,External
Silicon Power PC60,https://pcpartpicker.com/product/QhGhP6/silicon-power-pc60-480-gb-external-ssd-sp480gbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,480,Black,Silicon Power,SP480GBPSDPC60CK,,External
Silicon Power PC60,https://pcpartpicker.com/product/9FHqqs/silicon-power-pc60-192-tb-external-ssd-sp1k9gbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,1920,Black,Silicon Power,SP1K9GBPSDPC60CK,,External
Silicon Power PC60,https://pcpartpicker.com/product/VCgrxr/silicon-power-pc60-4-tb-external-ssd-sp040tbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,4000,Black,Silicon Power,SP040TBPSDPC60CK,,External
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/MwyH99/sabrent-rocket-nano-v2-1-tb-external-ssd-sb-1tb-nav2,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Sabrent,SB-1TB-NAV2,,External
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/w7GhP6/sabrent-rocket-nano-v2-2-tb-external-ssd-sb-2tb-nav2,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,Sabrent,SB-2TB-NAV2,,External
Toshiba Canvio Connect II,https://pcpartpicker.com/product/C8LFf7/toshiba-canvio-connect-ii-1-tb-external-hard-drive-hdtc810xk3a1,HDD,USB Type-A 3.2 Gen 1,1000,Black,Toshiba,HDTC810XK3A1,5400.0,External
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/K4rRsY/kioxia-exceria-plus-500-gb-external-ssd-lxd10s500gg8,SSD,USB Type-C 3.2 Gen 2,500,Gray,KIOXIA,LXD10S500GG8,,External
Seagate Barracuda Fast,https://pcpartpicker.com/product/2WPgXL/seagate-barracuda-fast-500-gb-external-ssd-stjm500400,SSD,USB Type-C,500,Black,Seagate,STJM500400,,External
Verbatim Vx460,https://pcpartpicker.com/product/Csn8TW/verbatim-vx460-128-gb-external-ssd-70381,SSD,USB Type-A 3.2 Gen 1,128,Black,Verbatim,70381,,External
Verbatim Vx460,https://pcpartpicker.com/product/vJcG3C/verbatim-vx460-512-gb-external-ssd-70383,SSD,USB Type-A 3.2 Gen 1,512,Black,Verbatim,70383,,External
Crucial X8,https://pcpartpicker.com/product/LR7G3C/crucial-x8-500-gb-external-ssd-ct500x8ssd9,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",500,Black,Crucial,CT500X8SSD9,,External
Crucial X6,https://pcpartpicker.com/product/fzQcCJ/crucial-x6-500-gb-external-ssd-ct500x6ssd9,SSD,USB Type-C 3.2 Gen 2,500,Black,Crucial,CT500X6SSD9,,External
Western Digital My Passport For Mac,https://pcpartpicker.com/product/q2JgXL/western-digital-my-passport-for-mac-1-tb-external-hard-drive-wdbfkf0010bbk-wese,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000,Black,Western Digital,WDBFKF0010BBK-WESE,,External
Seagate One Touch,https://pcpartpicker.com/product/tYkWGX/seagate-one-touch-5-tb-external-hard-drive-stkc5000404,HDD,USB Type-A 3.2 Gen 1,5000,Gray,Seagate,STKC5000404,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/pYkWGX/seagate-one-touch-5-tb-external-hard-drive-stkc5000403,HDD,USB Type-A 3.2 Gen 1,5000,Red,Seagate,STKC5000403,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/HtzhP6/seagate-one-touch-5-tb-external-hard-drive-stkc5000402,HDD,USB Type-A 3.2 Gen 1,5000,Blue,Seagate,STKC5000402,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/JWFbt6/seagate-one-touch-4-tb-external-hard-drive-stkc4000403,HDD,USB Type-A 3.2 Gen 1,4000,Red,Seagate,STKC4000403,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/sFvdnQ/seagate-one-touch-2-tb-external-hard-drive-stkb2000405,HDD,USB Type-A 3.2 Gen 1,2000,,Seagate,STKB2000405,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/ctzhP6/seagate-one-touch-2-tb-external-hard-drive-stkb2000404,HDD,USB Type-A 3.2 Gen 1,2000,Gray,Seagate,STKB2000404,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/DdZ9TW/seagate-one-touch-2-tb-external-hard-drive-stkb2000402,HDD,USB Type-A 3.2 Gen 1,2000,Blue,Seagate,STKB2000402,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/wfQcCJ/seagate-one-touch-2-tb-external-hard-drive-stkb2000401,HDD,USB Type-A 3.2 Gen 1,2000,Silver,Seagate,STKB2000401,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/6ZNxFT/seagate-one-touch-500-gb-external-hard-drive-stkg500401,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500,Silver,Seagate,STKG500401,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/jkpzK8/seagate-one-touch-500-gb-external-hard-drive-stkg500402,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500,Blue,Seagate,STKG500402,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/TTQcCJ/seagate-one-touch-1-tb-external-hard-drive-stkg1000402,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000,Blue,Seagate,STKG1000402,5400.0,External
Samsung T3 Portable,https://pcpartpicker.com/product/cTKKHx/samsung-t3-portable-250-gb-external-ssd-mu-pt250bam,SSD,USB Type-C 3.2 Gen 1,250,,Samsung,MU-PT250B/AM,,External
Samsung T3 Portable,https://pcpartpicker.com/product/p8Gbt6/samsung-t3-portable-2-tb-external-ssd-mu-pt2t0bam,SSD,USB Type-C 3.2 Gen 1,2000,,Samsung,MU-PT2T0B/AM,,External
Samsung T3 Portable,https://pcpartpicker.com/product/78Gbt6/samsung-t3-portable-500-gb-external-ssd-mu-pt500bam,SSD,USB Type-C 3.2 Gen 1,500,,Samsung,MU-PT500B/AM,,External
Samsung T3 Portable,https://pcpartpicker.com/product/fPC48d/samsung-t3-portable-1-tb-external-ssd-mu-pt1t0bam,SSD,USB Type-C 3.2 Gen 1,1000,,Samsung,MU-PT1T0B/AM,,External
Samsung T5 Portable,https://pcpartpicker.com/product/Xb3gXL/samsung-t5-portable-500-gb-external-ssd-mu-pa500gww,SSD,USB Type-C 3.2 Gen 2,500,Gold,Samsung,MU-PA500G/WW,,External
Samsung T5 Portable,https://pcpartpicker.com/product/hg92FT/samsung-t5-portable-500-gb-external-ssd-mu-pa500rww,SSD,USB Type-C 3.2 Gen 2,500,Red,Samsung,MU-PA500R/WW,,External
Samsung T7 Portable,https://pcpartpicker.com/product/ZZpzK8/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0sww,SSD,USB Type-C 3.2 Gen 2,1000,Silver,Samsung,MU-PC1T0S/WW,,External
Samsung T7 Portable,https://pcpartpicker.com/product/gtZ9TW/samsung-t7-portable-500-gb-external-ssd-mu-pc500kww,SSD,USB Type-C 3.2 Gen 2,500,Black,Samsung,MU-PC500K/WW,,External
Samsung T7 Portable,https://pcpartpicker.com/product/HBC48d/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0sww,SSD,USB Type-C 3.2 Gen 2,2000,Silver,Samsung,MU-PC2T0S/WW,,External
Samsung T7 Portable,https://pcpartpicker.com/product/mkYmP6/samsung-t7-portable-500-gb-external-ssd-mu-pc500sww,SSD,USB Type-C 3.2 Gen 2,500,Silver,Samsung,MU-PC500S/WW,,External
Samsung T7 Portable,https://pcpartpicker.com/product/Gqt9TW/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0kww,SSD,USB Type-C 3.2 Gen 2,2000,Black,Samsung,MU-PC2T0K/WW,,External
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/h9RYcf/sandisk-g-drive-armorlock-2-tb-external-ssd-sdps41a-002t-gbanb,SSD,USB Type-C 3.2 Gen 1,2000,Black / Yellow,SanDisk,SDPS41A-002T-GBANB,,External
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/Xf2WGX/sandisk-g-drive-armorlock-1-tb-external-ssd-sdps41a-001t-gbanb,SSD,USB Type-C 3.2 Gen 1,1000,Black / Yellow,SanDisk,SDPS41A-001T-GBANB,,External
Sabrent ROCKET XTRM,https://pcpartpicker.com/product/wxstt6/sabrent-rocket-xtrm-4-tb-external-ssd-sb-xtrm-4tb,SSD,Thunderbolt,4000,Silver,Sabrent,SB-XTRM-4TB,,External
Apacer AS721,https://pcpartpicker.com/product/NWD7YJ/apacer-as721-1-tb-external-ssd-ap1tbas721b-1,SSD,USB Type-C 3.2 Gen 1,1000,Black,Apacer,AP1TBAS721B-1,,External
Apacer AS721,https://pcpartpicker.com/product/nw6p99/apacer-as721-500-gb-external-ssd-ap500gas721b-1,SSD,USB Type-C 3.2 Gen 1,500,Black,Apacer,AP500GAS721B-1,,External
Apacer AS721,https://pcpartpicker.com/product/fkddnQ/apacer-as721-250-gb-external-ssd-ap250gas721b-1,SSD,USB Type-C 3.2 Gen 1,250,Black,Apacer,AP250GAS721B-1,,External
Apacer AS722,https://pcpartpicker.com/product/4GGbt6/apacer-as722-1-tb-external-ssd-ap1tbas722b-1,SSD,USB Type-C 3.2 Gen 1,1000,Black,Apacer,AP1TBAS722B-1,,External
Apacer AS722,https://pcpartpicker.com/product/Yw6p99/apacer-as722-512-gb-external-ssd-ap512gas722b-1,SSD,USB Type-C 3.2 Gen 1,512,Black,Apacer,AP512GAS722B-1,,External
Seagate Backup Plus Portable,https://pcpartpicker.com/product/XChmP6/seagate-backup-plus-portable-5-tb-external-hard-drive-sthp5000600,HDD,USB Type-A 3.2 Gen 1,5000,Black,Seagate,STHP5000600,,External
Samsung T7 Portable,https://pcpartpicker.com/product/kThmP6/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0ram,SSD,USB Type-C 3.2 Gen 1,2000,Red / Silver,Samsung,MU-PC2T0R/AM,,External
Samsung T7 Portable,https://pcpartpicker.com/product/3FkgXL/samsung-t7-portable-500-gb-external-ssd-mu-pc500ham,SSD,USB Type-C 3.2 Gen 1,500,Blue / Silver,Samsung,MU-PC500H/AM,,External
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/s7yqqs/western-digital-g-drive-mobile-1-tb-external-hard-drive-0g10264-1,HDD,USB Type-C 3.2 Gen 1,1000,Silver,Western Digital,0G10264-1,,External
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/DzH8TW/western-digital-g-drive-mobile-2-tb-external-hard-drive-0g10339-1,HDD,USB Type-C 3.2 Gen 1,2000,Silver,Western Digital,0G10339-1,,External
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/wqwkcf/western-digital-g-drive-mobile-2-tb-external-hard-drive-0g10317-1,HDD,USB Type-C 3.2 Gen 1,2000,Silver,Western Digital,0G10317-1,,External
Western Digital G-DRIVE ev RaW,https://pcpartpicker.com/product/9qNgXL/western-digital-g-drive-ev-raw-2-tb-external-hard-drive-0g10199-1,HDD,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",2000,Silver,Western Digital,0G10199-1,,External
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/RpDkcf/western-digital-g-drive-mobile-4-tb-external-hard-drive-0g06074-1,HDD,"USB Type-A 2.0, USB Type-C 3.2 Gen 1",4000,Silver,Western Digital,0G06074-1,,External
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/y8ndnQ/seagate-backup-plus-ultra-touch-2-tb-external-hard-drive-sthh2000400,HDD,USB Type-A 3.2 Gen 1,2000,Black,Seagate,STHH2000400,,External
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/sMRzK8/seagate-backup-plus-ultra-touch-1-tb-external-hard-drive-sthh1000402,HDD,USB Type-A 3.2 Gen 1,1000,White,Seagate,STHH1000402,,External
Seagate Backup Plus Portable,https://pcpartpicker.com/product/k3KcCJ/seagate-backup-plus-portable-4-tb-external-hard-drive-sthp4000402,HDD,USB Type-A 3.2 Gen 1,4000,Blue / White,Seagate,STHP4000402,,External
Apricorn Aegis Fortress,https://pcpartpicker.com/product/DJJtt6/apricorn-aegis-fortress-512-gb-external-ssd-a25-3pl256-s512f,SSD,USB Type-A 3.2 Gen 1,512,Black,Apricorn,A25-3PL256-S512F,,External
Buffalo Technology Americas MiniStation,https://pcpartpicker.com/product/W2PKHx/buffalo-technology-americas-ministation-1-tb-external-hard-drive-hd-pcf10u3bd,HDD,USB Type-A 3.2 Gen 1,1000,Black,Buffalo Technology,HD-PCF1.0U3BD,,External
Buffalo Technology Americas MiniStation,https://pcpartpicker.com/product/DWkj4D/buffalo-technology-americas-ministation-2-tb-external-hard-drive-hd-pcf20u3bd,HDD,USB Type-A 3.2 Gen 1,2000,Black,Buffalo Technology,HD-PCF2.0U3BD,,External
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/YGQG3C/apricom-aegis-padlock-fortress-2-tb-external-hard-drive-a25-3pl256-2000f,HDD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,A25-3PL256-2000F,5400.0,External
Seagate Backup Plus Portable,https://pcpartpicker.com/product/8z8j4D/seagate-5-tb-external-hard-drive-stdr5000103,HDD,USB Type-A 3.2 Gen 1,5000,Black,Seagate,STDR5000103,5400.0,External
Seagate Backup Plus Portable,https://pcpartpicker.com/product/VbndnQ/seagate-5-tb-external-hard-drive-stdr5000101,HDD,USB Type-A 3.2 Gen 1,5000,Silver,Seagate,STDR5000101,5400.0,External
Samsung T5,https://pcpartpicker.com/product/gNm323/samsung-t5-250-gb-external-ssd-mu-pa250bam,SSD,USB Type-C 3.2 Gen 1,250,Blue,Samsung,MU-PA250B/AM,,External
Freecom Mobile Drive Classic 3.0,https://pcpartpicker.com/product/Wr8j4D/freecom-1-tb-external-hard-drive-35610,HDD,USB Type-A 3.2 Gen 1,1000,Black,Freecom,35610,5400.0,External
ADATA SE730,https://pcpartpicker.com/product/xbYWGX/adata-se730-250gb-external-ssd-ase730-250gu31-cgd,SSD,USB Type-C 3.2 Gen 1,250,,ADATA,ASE730-250GU31-CGD,,External
ADATA SD700,https://pcpartpicker.com/product/84Trxr/adata-sd700-512gb-external-ssd-asd700-512gu3-cyl,SSD,USB Type-A 3.2 Gen 1,512,,ADATA,ASD700-512GU3-CYL|ASD700-512GU31-CYL,,External
ADATA SD700,https://pcpartpicker.com/product/7pvZxr/adata-sd700-512gb-external-ssd-asd700-512gu3-cbk,SSD,USB Type-A 3.2 Gen 1,512,,ADATA,ASD700-512GU3-CBK|ASD700-512GU31-CBK,,External
ADATA SD700,https://pcpartpicker.com/product/mF648d/adata-sd700-256gb-external-ssd-asd700-256gu3-cyl,SSD,USB Type-A 3.2 Gen 1,256,,ADATA,ASD700-256GU3-CYL|ASD700-256GU31-CYL,,External
ADATA SD700,https://pcpartpicker.com/product/9t2rxr/adata-sd700-256gb-external-ssd-asd700-256gu3-cbk,SSD,USB Type-A 3.2 Gen 1,256,,ADATA,ASD700-256GU3-CBK|ASD700-256GU31-CBK,,External
ADATA SD600,https://pcpartpicker.com/product/jNVBD3/adata-sd600-512gb-external-ssd-asd600-512gu31-crd,SSD,USB Type-A 3.2 Gen 1,512,,ADATA,ASD600-512GU31-CRD,,External
ADATA SD600,https://pcpartpicker.com/product/6qfmP6/adata-sd600-256gb-external-ssd-asd600-256gu31-crd,SSD,USB Type-A 3.2 Gen 1,256,,ADATA,ASD600-256GU31-CRD,,External
ADATA SD600,https://pcpartpicker.com/product/bCQRsY/adata-sd600-256gb-external-ssd-asd600-256gu31-cbk,SSD,USB Type-A 3.2 Gen 1,256,,ADATA,ASD600-256GU31-CBK,,External
Seagate Backup Plus,https://pcpartpicker.com/product/NyQRsY/seagate-backup-plus-4tb-external-hard-drive-stdr4000100,HDD,USB Type-A 3.2 Gen 1,4000,,Seagate,STDR4000100,5400.0,External
SanDisk Extreme 900,https://pcpartpicker.com/product/yGL7YJ/sandisk-external-hard-drive-sdssdex2480gg25,SSD,USB Type-A 3.2 Gen 2,480,,SanDisk,SDSSDEX2-480G-G25,,External
SanDisk Extreme 900,https://pcpartpicker.com/product/PPX2FT/sandisk-external-hard-drive-sdssdex21t92g25,SSD,USB Type-A 3.2 Gen 2,1920,,SanDisk,SDSSDEX2-1T92-G25,,External
Apricorn Padlock SSD,https://pcpartpicker.com/product/qJM323/apricorn-padlock-ssd-480-gb-external-ssd-assd-3pl256-480f,SSD,USB Type-A 3.2 Gen 1,480,Black,Apricorn,ASSD-3PL256-480F,,External
